action	first	count	mask	fault_site	path	completion	case_key_sha256	full_record_sha256
lock-exclusive	2	1	04	dms-exclusive-release	existing-first	route-unknown-prior-quarantine	849847333b6d1251c3730fa05df90a8d2754c4dd989ada71bd1f13af52998179	d3e577104cd5aeec25796aa4bddc62f4bf83e829685e178a95b045d7c4c09516
lock-exclusive	3	1	08	dms-exclusive-release	existing-first	succeeded	e890c8a31997b55d53deb33827f9ccc5b06f46a1803d6ce2c46c76a57cb94876	9703892ea15f98524a9c7fb4f4e6ac373c7c85a1e42dac173b8f8eba79b8d238
lock-exclusive	3	1	08	dms-exclusive-release	existing-first	route-unknown-prior-quarantine	8104027258a09cf7ab995eb3bf67936d0d2ed65b8c45ede6623cf84242443bfb	c7dca653a5dfaf4c2c052d3e369b0355525043511381dadc30f17be16195090e
lock-exclusive	4	1	10	dms-exclusive-release	existing-first	succeeded	17e5eb2e901edaf685b11f9df0c7b73c7a4a3bfd66a52ce78b7b795e1e06f146	44190d10c9b292e3c26277f912417ec5a54d3de1affee8165037cb473964cf17
lock-exclusive	4	1	10	dms-exclusive-release	existing-first	route-unknown-prior-quarantine	f75b4a4ac169ed7a89c747e97b623b911181c382f8aeb8c7ee1f731b1c29c18a	bd83d88379060ca8cc54953411a0a6668e14436d7fda2c9424629433848e3efd
lock-exclusive	5	1	20	dms-exclusive-release	existing-first	succeeded	7d26533611466c60bea18b5cf951a40205ff40b22711c133a80f3d578a4afc7d	219c1717713de410edb1de5fd34a42a999a16dee20ed4bc9ddd5029f741bed92
lock-exclusive	5	1	20	dms-exclusive-release	existing-first	route-unknown-prior-quarantine	ef5479c5f3b32717c37fb2510ac7756d5ca8c5168190f8ba6a463861f2ece4d5	4cdf3e8f857089f228416efc22a5c02a7c2fef3ce5bdab05c91aac40970c2731
lock-exclusive	6	1	40	dms-exclusive-release	existing-first	succeeded	d92b4917368c823c62a0f78983e6c5bbac21e87c55250a871962c50efb5ad368	5acb7bafe830604b7e8344315208aedc817f2d2386a1d2c54e9eb95cde4e7243
lock-exclusive	6	1	40	dms-exclusive-release	existing-first	route-unknown-prior-quarantine	96c2c26bded33ffa1470bad8c885405974514132adadc07a60a3a9f697d91ab7	1b605c6075b88c6c9f9260750472fb6dd3fbf9d61750d5fdb1a44d74a493f6a7
lock-exclusive	7	1	80	dms-exclusive-release	existing-first	succeeded	369ab62180c4e379a0bc8a70a23d58b14d9e060bc232f48a26a1c3151f3a98ae	52600955f40a14b464be79509513e49fd9a8e7f21c924866849cf254de0c905b
lock-exclusive	7	1	80	dms-exclusive-release	existing-first	route-unknown-prior-quarantine	446d7e4cad33c5904398b23e3a3dea0868ba62089bb8a4f34e9f44a63ad31dcd	a2ca659f6e2035a11c5e211e8772b979f03dc698ac91ea89b346c054b3e307d6
lock-exclusive	0	2	03	dms-exclusive-release	existing-first	succeeded	359737d264fa756c5aa458df79832e61802344d35409b4268ae49d5ab1359b10	e370165bd48329a965da8c11f76bc37def78eaedca40d4ac2caef71ca2cc112e
lock-exclusive	0	2	03	dms-exclusive-release	existing-first	route-unknown-prior-quarantine	aba480848f8f03c9e32f9d135dd9101ee3cb9f96ff971a8fdeadf2186b0d9a90	8ac9829a34430e49868f16ccab71780b0a68a99682f00580163ecc67abd5ed5b
lock-exclusive	1	2	06	dms-exclusive-release	existing-first	succeeded	4c1ae18554f8e42e2882c6128772307a8c04935784df070cddc6512f922535b6	b5dbc1162342cff1346c66c216debfac7edceee8e914586331157756c334c6ff
lock-exclusive	1	2	06	dms-exclusive-release	existing-first	route-unknown-prior-quarantine	b647a851679a6287e10c8a84ef166b7c87057105d87594dacede2cfc62486e31	8fe07d86a24e8b03ed256ae4562b0b633d380448b984500c5351cb654e573aef
lock-exclusive	2	2	0c	dms-exclusive-release	existing-first	succeeded	b96282b1f6fffd3c02f39650ec1a2683eda94be2ab0916adef8c8c1747fc0004	7c6a8cb0a940e375e1f0237b197a05f4baa76017969fac54cfd0363a26eb91c2
lock-exclusive	2	2	0c	dms-exclusive-release	existing-first	route-unknown-prior-quarantine	bddd505827be15639d0f1f4383b937b7d4463ab355a3e111a1ab052a49b2e5d8	5042a85b5067d4e4b4d062f0a0ce11791a10da9225c4a508c4dcd65eb49d60b3
lock-exclusive	3	2	18	dms-exclusive-release	existing-first	succeeded	8e7974c4648a2207bf1e7d050346f5f0b57adc43886d000958820d88f0e36dd6	001386bf191205fa51042e1be085caf4870e1df0c016595214062e4d21859b43
lock-exclusive	3	2	18	dms-exclusive-release	existing-first	route-unknown-prior-quarantine	accbdc4f62d00a16a92928d18f39b036b3b60345b2d6e713863133ea7f31bf04	4c14de147bc5adc815e6528d978b912b999f713215e985d9614a282421fa2ef0
lock-exclusive	4	2	30	dms-exclusive-release	existing-first	succeeded	108acabe985ed7720099404d793c9572344d68ebbabe1bbb88e9718ee0682de9	23914e138ef26e89c9b8ff23784bd69ee9f2ef2956a26862fcefcb19ce4505d5
lock-exclusive	4	2	30	dms-exclusive-release	existing-first	route-unknown-prior-quarantine	25a2559c00e29b105a8fe2dd410b2de4ff1557aa1e327018993961550268f149	6314cd8645f4e6cdb2ffb9656b04a4af59d9da4ee515e2f01392536f56555abe
lock-exclusive	5	2	60	dms-exclusive-release	existing-first	succeeded	827b79abe488068ef2ca2558dcfe9437da4b59663caeebc1e91629a82f1cfb1f	44c48da1387eb151fd55327350e8a0eaa33d3e0e2ccfb7c37e8490129c6f15f7
lock-exclusive	5	2	60	dms-exclusive-release	existing-first	route-unknown-prior-quarantine	ab1e8dcc1c2d37bf3d21c1d080e528e1f69b75a9160e7d6120c36c7d1c2674b1	b31bac802e0fb89b1134efcde7d883b0bba29b0704cafc9c2c67637404046bbc
lock-exclusive	6	2	c0	dms-exclusive-release	existing-first	succeeded	f0811d11808fc5db92d1862e557fc79f1c84471660bdef961a137dfb70e8f5e7	97b8ea4a55192f2d6efde72abee0b431a1766af76980daf41d1b2f27d5bf4e2e
lock-exclusive	6	2	c0	dms-exclusive-release	existing-first	route-unknown-prior-quarantine	e788c41eddf9d13f00eed8e393664f0c81beb8773424140e2c96d6a588f9bd88	01105aa93f1e7ea17323206a9ef7de935ccd1e33267869db7ed52ae927889b05
lock-exclusive	0	3	07	dms-exclusive-release	existing-first	succeeded	d388a5ca312a307879fea59aa2a30d5f202d0ad60ac63d830565aad5431cdb33	388ab12f907ac78397eee1327d924d81abd62f0d067a890ab35ce66805dc653c
lock-exclusive	0	3	07	dms-exclusive-release	existing-first	route-unknown-prior-quarantine	ff2a945bbcdd51c937d61c43b13ce6bb60ab717ccd4b2e210524a26eee60b1cb	3b58eb38fa09bf007900713934320b9970434ceebc3c8d7080aa07810e05ef29
lock-exclusive	1	3	0e	dms-exclusive-release	existing-first	succeeded	cfd7628c9b157d6a89a2f3fd902acc9b4560e40e5bad71a4f637327aeb0b2143	da5f77e66091c8638449add0cb072f3800c675797819cac3ba61a63f564eb61e
lock-exclusive	1	3	0e	dms-exclusive-release	existing-first	route-unknown-prior-quarantine	8ae7cafb834df8a76636cf1859181e9c0608523f65d8d69654d1d9e98fb16954	9fa7424529a51338390487f4b995069e3d4ea6ba3117277f088988758e01039f
lock-exclusive	2	3	1c	dms-exclusive-release	existing-first	succeeded	f0de5d81a9fef704595a9f4ad0e74139773ed0c48048f85e2762c4a3da5d9ba2	1631bcc952b6c5d28356b4ecdd8f9f401820a2f0564a5f0a8f59edcd847c4b92
lock-exclusive	2	3	1c	dms-exclusive-release	existing-first	route-unknown-prior-quarantine	50e3e199a7ca935ea0735048429e8c28372f62559f4ea4d521b6b30e3a5c0cef	d55a77558382dda243fc208a1d61162fb2162fde9ea38fbacf39053fdf5bc77b
lock-exclusive	3	3	38	dms-exclusive-release	existing-first	succeeded	f08c4dc33e1493c1fefde3fa1012a109744a21c985febd38bad4609a5d110352	e0bd22f9095e6de47547162ee5a1c67b3ee278c67b5e23ea8d27b528914f0d4d
lock-exclusive	3	3	38	dms-exclusive-release	existing-first	route-unknown-prior-quarantine	5a58e9551c56aad01c4b79deeb505e05cce0e261cf3b432ad88b9ebf197d2e67	4f1ab449fd55729bf0fc2b00f2358c7cb098cf170220a983b2d75d82c2f28dd9
lock-exclusive	4	3	70	dms-exclusive-release	existing-first	succeeded	fef1324151eaa82d11a1efb6ca2ddb7fe3b56fb718848c08f3ea868ef1356fba	9a604de43db5692edf063b06e796e0d5d3340be5df6840e55261b2cefdc0bb75
lock-exclusive	4	3	70	dms-exclusive-release	existing-first	route-unknown-prior-quarantine	fe938348fd304d57b2a436886a0d869899d4686d3b0d6bfcc6c59d16803cd12b	ad5d3e3247e5c18b63fa41bce63da9fa94075d5bd0a684caae4540ae5c4dfa85
lock-exclusive	5	3	e0	dms-exclusive-release	existing-first	succeeded	27448f9465f19812ae0023b50bb1552cfaeeeb4ece53b32cc11fb0608a807443	c6a1f8ab28deb559ba2d0a9b49a7020ce04e822b478fc1ad7c4f2faee65435db
lock-exclusive	5	3	e0	dms-exclusive-release	existing-first	route-unknown-prior-quarantine	738f493b8ebb6c6922aacf5a46eb6597aa434f361925cbacc4b8c89f0de58e1e	b04f5c142f1e7e259e2ebb9da7b30e603e6566a17a6e8594cad8765107d4696e
lock-exclusive	0	4	0f	dms-exclusive-release	existing-first	succeeded	b3afe8852b420efa8461c32d0a2cbbe76c7cc3d99859b3d3362aa9fd9fd9981e	59e5d605dc84008cf6cda16bed82dddb8df87e490f0da46e75133d5900d478e4
lock-exclusive	0	4	0f	dms-exclusive-release	existing-first	route-unknown-prior-quarantine	c7f3fe3fa697e6eba7e3ea23872e53354ce70cd302cd6961d6fe626a2ce7d187	5fd3a342f1efa1b7b97a2ba3e60898b6d0e0438d068fd3e72166182fb73e67b1
lock-exclusive	1	4	1e	dms-exclusive-release	existing-first	succeeded	409ec24f0c1deb786ede9e6252f01ec7e7c0a30f9dcd76987cf8913d4d75fe22	7345f356c9c30704d6db318291372d49f3f8cf0e08bd19a76115e3243063bd3b
lock-exclusive	1	4	1e	dms-exclusive-release	existing-first	route-unknown-prior-quarantine	e91b3d154d311af0cb26c4bd5ed1125cc12da2e9e8089a4905fee8be9fae8653	37ed8edc570dea2833d323094d471217fd751ac32329696cd84dd7779bcab1d4
lock-exclusive	2	4	3c	dms-exclusive-release	existing-first	succeeded	2fe920c18459a1cd02a7d47337c213b4b62fd8e828ef4875e85840d9b90bf31c	54f8e2d83c35e29ef8f82cb3a4217cb002a60e13a26ad630d63d59c8e08e3e70
lock-exclusive	2	4	3c	dms-exclusive-release	existing-first	route-unknown-prior-quarantine	c8d90112d7e7d1290f16f0854195cfbc59c37ece64e9cbae1525b8a75547ac54	3c86380a41f838fb675ad9f51feecdf509b5e2585d5f39ae2ade0d59484cc46d
lock-exclusive	3	4	78	dms-exclusive-release	existing-first	succeeded	072ca05e5edab334b3206e71b0fe1db641da35c0eb34f2507d6c67ff98f5fd14	ed4971e0e250ccc0e4ef5d242dbfc066ec2c3d2d2f548bbd022d4caadca1287c
lock-exclusive	3	4	78	dms-exclusive-release	existing-first	route-unknown-prior-quarantine	28454ad185dc1e0d658ca873fe568c4316fdbc882f6e0d99b10283b9019f0d05	978068b192e0925b73a23c40b25933f2e5a3403bfa1ed2c5fe276cc9e89c69f1
lock-exclusive	4	4	f0	dms-exclusive-release	existing-first	succeeded	940fce567cd355bcc078f32ba3e64f1aeb92d115bc7fa5faf3c3317cee22e37b	41ca325ceb3d551f399b0c591871318757cb49d2fe489fa8cc8a5eb0ef08d44a
lock-exclusive	4	4	f0	dms-exclusive-release	existing-first	route-unknown-prior-quarantine	ef5bb747e01e5ce0a8ab753f8c8039aad13d80e452193c900161c2c600f1054a	5915d399a22132e47bb571cbdeb79aaa8645a5e700ca4e4f843dc6cc63732e54
lock-exclusive	0	5	1f	dms-exclusive-release	existing-first	succeeded	90820b752b1e3b45bc884d2bc47b86a7048b13311601887ae52828ceedba150e	b5b17c37f059ef0f112f36c4dbf17de20b36c8b141115e3d1175bcc83e4abc75
lock-exclusive	0	5	1f	dms-exclusive-release	existing-first	route-unknown-prior-quarantine	e2d534f4dd124f2b9995ff5cb3bd70fc2874fabeae9beff282649d7edb232e0b	3561f8b1280cae4ae26302d6e1da90a939d0182a27ebce1c8fa2106947ac4e2b
lock-exclusive	1	5	3e	dms-exclusive-release	existing-first	succeeded	02bdd333900c93626f94aa219beb701d20fcdc82ef96b0ccd9301d8f11a07ece	f488b9092b94fa487a6cd3f6eb378a6b009b027db0dfe3ded4f0131b63f7ef9f
lock-exclusive	1	5	3e	dms-exclusive-release	existing-first	route-unknown-prior-quarantine	93881c6467426d2e43d2ca8786622e34e5d289ac8848b741fc5047465cfbe680	8e86cf26f6170370b9ddee61d2e8ab41d84eeeb8524d415ec8b21c44ef720911
lock-exclusive	2	5	7c	dms-exclusive-release	existing-first	succeeded	f3e73265f3f3395ad258348a60ef32e8b731147ba75ee8a74eea548470803166	387eeb9c9fd8f434f7a9809cbea7c6e58da2967a2947bd7592fc8fc60ba01403
lock-exclusive	2	5	7c	dms-exclusive-release	existing-first	route-unknown-prior-quarantine	0c9f36eec1274cdc89e7a3d42ec5c5294984976364fff99506cf0d968eae8977	4a18b38299a6decf0404b8a34301f9638b23deeefa1a9ba304f86749dfd35db8
lock-exclusive	3	5	f8	dms-exclusive-release	existing-first	succeeded	710e06ae30fd290511d73922b399c337ac9127bd14ea329e81df5e6e31896eba	496db4195c93b3baabec68a87331bd7a6a77960f2d585691cec421db673c8491
lock-exclusive	3	5	f8	dms-exclusive-release	existing-first	route-unknown-prior-quarantine	b0ec88bc0ec967c9d0ade960e67732aef27ff61249fadb2e86e6dc2c1b4669d9	780cdbed2709a40c3aa366ea5912f6cf5373403cd524dfee2a288365d3ceb612
lock-exclusive	0	6	3f	dms-exclusive-release	existing-first	succeeded	981f1f98793fe85463005f7ed929014bf7afd2959dfd2e204809a2c2edff020b	3d49ed35a77c0c0003d92d4766578c6a8f29f5b4832c61b22a2371c019f95c73
lock-exclusive	0	6	3f	dms-exclusive-release	existing-first	route-unknown-prior-quarantine	a6946f0336d52091cfc849e05ab20253ce77bfaf12720c3fb1be657958180b5e	2e12133b51ec619865c8113c93ef8866a89a16f258518fd5cf0c0da37ca56413
lock-exclusive	1	6	7e	dms-exclusive-release	existing-first	succeeded	2ed262201b11727592b11d82d0a8157a5e99582a5c6410c8a0ea9461cdde059a	ba4937d0f57de839606858ccccbcc3b1d8664a93639c4fdfdda3166263bccf3d
lock-exclusive	1	6	7e	dms-exclusive-release	existing-first	route-unknown-prior-quarantine	e8c47c654808e95405bdf8ef6c8c362b690c3611e837485609180cce6a6424d8	2bb1321f8a5fe04890428a93333f19f2884b97d7264376c67ab9b28625f8d22f
lock-exclusive	2	6	fc	dms-exclusive-release	existing-first	succeeded	545f8fbb70755a20ab42bf0ad4c0f4f01046e1eccfc01d7f9e7380c84076f5bd	b20d39ef95e7e4913f0373a831d3631a32f7073febb03dd684e3c777a8a89f87
lock-exclusive	2	6	fc	dms-exclusive-release	existing-first	route-unknown-prior-quarantine	8cfc00c9fce2ebcc15eb3827b67d41b0b5e6418486ca6d8deea817414de1473c	c8531d69812dd7c453d8d7e03b7eb11d3b776c58676e6e56a871b7872d29ca38
lock-exclusive	0	7	7f	dms-exclusive-release	existing-first	succeeded	372b1495097ef081ecdb8b7b93a2daf480e0c41fc2674e6750037d0c0d06895c	dd2d6280d4bdcb2ffec16e42489eb84f0bce78c12a46c550664db2c7add52ba0
lock-exclusive	0	7	7f	dms-exclusive-release	existing-first	route-unknown-prior-quarantine	2406de308ccedaa13494ea1a664e05dd9a2ffb057a54a4989291730b3b658734	ebc8e0db061b6a88d109d11742ebba9a218eaa4fd17b99c3a75abd82b2c4be4e
lock-exclusive	1	7	fe	dms-exclusive-release	existing-first	succeeded	9d866bbf7e38edaba3f1dbba581ea502b17cea14932e8809d54cb9534aea6b09	968bce9a51fe959e227c7254091beb2af95ac24a219efb3cb6d5d98cceab1fbf
lock-exclusive	1	7	fe	dms-exclusive-release	existing-first	route-unknown-prior-quarantine	67f66369b880897fc985f8f3e151d9a34ee24b70ca97f5b451cc8b8de29d43fd	53033ca80f31ec6bd5779b6437d57b3677b7395c4105b7408c1d0e901d4dd904
lock-exclusive	0	8	ff	dms-exclusive-release	existing-first	succeeded	175ad8b0f81a58d7ed360ec61e9a5f47dc441f4b4451c4b70fbc6acaeee24fe7	7b42a36a4faada7336af51def191d8c8a92f522c8858040fcb103c679960493a
lock-exclusive	0	8	ff	dms-exclusive-release	existing-first	route-unknown-prior-quarantine	2be41d880f5881f5d0edd20963166ba74ac20ff28e44317a524f65bc480521aa	57cf8d1875629c23dcaaacde17b8d7e25a5df049cc3f9095d84b7f3e8b801ec2
