root	leaf_id	outcome	shard	case_key_sha256	full_record_sha256
lock	lock.request.lock-exclusive.first0.count1.mask01.domain-already-poisoned.connectiondetach.mutation-false.lock-true.retention.route-unknown-prior-quarantine.completion.excluded.callback-lease-missing	excluded	112	8ba88d76ea28371c768605ae6c5a4a9d8b40f2bb0a8524ba516fdbd208aa05c3	2bc37793a9a2366f50b76fa10a6808af70993b497b06379ef2ad6963f2c1179c
lock	lock.request.lock-exclusive.first0.count1.mask01.domain-already-poisoned.connectiondetach.mutation-false.lock-true.retention.route-unknown-prior-quarantine.completion.excluded.callback-lease-session-or-count-invalid	excluded	223	1f5bd3037efbef789abf91bba447d925496d4a7e9094ec5c55bc73040edbc18d	fafc88df3e3422a229ef5236abd5aaa01995f764dae6d3c2b100e46817779c78
lock	lock.request.lock-exclusive.first0.count1.mask01.domain-already-poisoned.connectiondetach.mutation-false.lock-true.retention.route-unknown-prior-quarantine.completion.excluded.owner-poisoned	excluded	055	6d836f87699a06bb5a60b314d04b860b67a1eed091a0a435aa442adf9dc51297	6f8600f0cf240c7eaf13d7fe5c6923297458f34ba8535218a19c5b9c3fe485d7
lock	lock.request.lock-exclusive.first0.count1.mask01.domain-already-poisoned.connectiondetach.mutation-false.lock-true.retention.route-unknown-prior-quarantine.completion.excluded.route-identity-mismatch	excluded	042	98fedb953cb69db8b9700a8fd7760e08088bf970dcd99c70f170532a03719a13	a72b2098714d4f7e0f405b1c111e29ae1933d2961c756d7d8bbed8a0c8369300
lock	lock.request.lock-exclusive.first0.count1.mask01.domain-already-poisoned.connectiondetach.mutation-false.lock-true.retention.route-unknown-prior-quarantine.completion.excluded.state-shape-invalid	excluded	167	1b5ebe1a440907d204af2c3db9f0029594c4ed3594d4265014d01b0566f13959	543601efbaa1492659c132c7321ee938cdf42f5770cb8c204a465082ab519989
lock	lock.request.lock-exclusive.first0.count1.mask01.domain-already-poisoned.connectiondetach.mutation-false.lock-true.retention.route-unknown-prior-quarantine.completion.excluded.succeeded	excluded	154	35f9721a37d814f14eb77e8d2fed5aa1eaf7b005e68248e97540cb3ee911e31b	a38d11b20a0bfa65ebf33fbeac7b67e01323d9d2b4160b68145fa9e9de4914d8
lock	lock.request.lock-exclusive.first0.count1.mask01.domain-already-poisoned.connectiondetach.mutation-false.lock-true.retention.route-unknown-prior-quarantine.terminal.route-unknown	terminal	112	80d83a7805f078479e35666b8f0b41d15fcd496ba1f7a9812e52d3dc624e9f34	1d5fdc59e43b0f7fc1f694635b221cbb642eef62c8107519fefde024b45b095a
lock	lock.request.lock-exclusive.first0.count1.mask01.domain-already-poisoned.connectiondetach.mutation-false.lock-true.retention.succeeded.completion.excluded.callback-lease-missing	excluded	249	c48a7167d0cd2a9df4fc808ceaef2c113a8fc2e65b009902e63bf544bcb01d62	db79b6b1b7dde816d7b34727919760a0cf9ee02fc533e75aba06a667cd38b1ef
lock	lock.request.lock-exclusive.first0.count1.mask01.domain-already-poisoned.connectiondetach.mutation-false.lock-true.retention.succeeded.completion.excluded.callback-lease-session-or-count-invalid	excluded	115	a58d53a21d9ef4e2d06ef8630ee61467fc988a1ccbef4cf979be51f993b8d1a5	4a3830493bdad9ac526687d8840be67f99013b1d1bcd5f9e15afaaf68b046e54
lock	lock.request.lock-exclusive.first0.count1.mask01.domain-already-poisoned.connectiondetach.mutation-false.lock-true.retention.succeeded.completion.excluded.owner-poisoned	excluded	117	885bf2651c7b6393e23ecfd198ca876c5b7ccf0241a72cf73f839c8ca7db0c37	cc0751947bbf4d6ebdd067994c9433bab2fcecb08975e6097831a1bb3b18c3be
lock	lock.request.lock-exclusive.first0.count1.mask01.domain-already-poisoned.connectiondetach.mutation-false.lock-true.retention.succeeded.completion.excluded.route-identity-mismatch	excluded	100	d795f281fb8c32f626f0c94f7cf0ec256790e929d8b6e2294ba75bdc16806cb0	cba0fe026bd0e62f414bffe500f39824d3ad9da395f2349b2bf021757b327d1b
lock	lock.request.lock-exclusive.first0.count1.mask01.domain-already-poisoned.connectiondetach.mutation-false.lock-true.retention.succeeded.completion.excluded.state-shape-invalid	excluded	217	40bce9ac66797de51e0d092f31cb9f45ee279f5464063ed851db837d15d1da42	ad077c7a32f3c06acfadf43f3bb0de8a096f3c62dd7dc6beb91a7a6263681580
lock	lock.request.lock-exclusive.first0.count1.mask01.domain-already-poisoned.connectiondetach.mutation-false.lock-true.retention.succeeded.completion.excluded.succeeded	excluded	095	58ae6cffb77c0956a75c0eb34101ddf10b524411888e669bf8d6b9e50c3f7cad	851aa96e9bdc5902a8036ce50102251ec674cc539c6fb7532a2c056bf237d85e
lock	lock.request.lock-exclusive.first0.count1.mask01.domain-already-poisoned.connectiondetach.mutation-false.lock-true.retention.succeeded.terminal.route-unknown	terminal	118	f731376fca8cdf9fe336b6487f040169ee5da2875cb9cc3199753bde4cabb92c	e422c49a97ed3e6abc23ecc56a2da113678233a9617861e22e3d96fd4b249a20
lock	lock.request.lock-exclusive.first0.count1.mask01.domain-already-poisoned.deleteauthorization.mutation-false.lock-true.retention.excluded.identity-mismatch	excluded	018	c6f2ffe12d1c18dd32613c42ff07d58d5fa72c7b667bf45b96a0d89709a41704	2c3d1625dfac226e76183a61bd7496ef336ad360fd318876a7d2ae0fe0be32a0
lock	lock.request.lock-exclusive.first0.count1.mask01.domain-already-poisoned.deleteauthorization.mutation-false.lock-true.retention.excluded.owner-poisoned	excluded	154	34ca3a89272b1fd5e63eca71e298cd6c3b02a5398def51197182a0bbe39e196a	92bc2a41b507681ef2ac78c853c81c9e463819a730bd024fdb576a5577f32471
lock	lock.request.lock-exclusive.first0.count1.mask01.domain-already-poisoned.deleteauthorization.mutation-false.lock-true.retention.excluded.validated-route-disappeared	excluded	095	5d88230b536b9826b411b88d5aba5c57a20ed58598f449102455910ab90fe5ac	90e29037c36465032af17c8b6abb4b39498ae47b4588f1757331928f04864821
lock	lock.request.lock-exclusive.first0.count1.mask01.domain-already-poisoned.deleteauthorization.mutation-false.lock-true.retention.route-unknown-prior-quarantine.completion.excluded.callback-lease-missing	excluded	229	f2d39cdda62b685e0f24cb61029ee7ca2e508ef61e7fb90b1820fbf2c24ec6f7	ff17584827aaec6f35d8d2cb988c907378428a27b3778bd48fceb06bdb487b12
lock	lock.request.lock-exclusive.first0.count1.mask01.domain-already-poisoned.deleteauthorization.mutation-false.lock-true.retention.route-unknown-prior-quarantine.completion.excluded.callback-lease-session-or-count-invalid	excluded	127	3f76109f2e812103f03285c3476dc3801e97c8d4942d7af3feeed7bd63b5c683	c047a8ff0532056d4ab36e54336c360b7e56c57ea9dc889bd09c54bbae5765fc
lock	lock.request.lock-exclusive.first0.count1.mask01.domain-already-poisoned.deleteauthorization.mutation-false.lock-true.retention.route-unknown-prior-quarantine.completion.excluded.owner-poisoned	excluded	214	877a895df0d65c57de0038cc90662e1fc756ca21b36eddd119da2bf34c46d9ea	b5e32652782b96b3b9ef1ad1e73a6f3965415ae8902bea3037262da6a97498c5
lock	lock.request.lock-exclusive.first0.count1.mask01.domain-already-poisoned.deleteauthorization.mutation-false.lock-true.retention.route-unknown-prior-quarantine.completion.excluded.route-identity-mismatch	excluded	254	ce2c0eaa1f07c693d12db1286f3daf7e3be3f262936b89b429ad6b6e05e5ba9b	3202a1a0b916e0ec4ed1340530d7dbe3db01fb2c7c61f8de3e327f216857e86d
lock	lock.request.lock-exclusive.first0.count1.mask01.domain-already-poisoned.deleteauthorization.mutation-false.lock-true.retention.route-unknown-prior-quarantine.completion.excluded.state-shape-invalid	excluded	153	6e25dc924fd62010c44de85cf7c7e8b7f4d0b3a691c3645ee53a107ab3a597c1	7151e8e107546d855504e230e8370662339de951ffbbd60f0869be18ef701215
lock	lock.request.lock-exclusive.first0.count1.mask01.domain-already-poisoned.deleteauthorization.mutation-false.lock-true.retention.route-unknown-prior-quarantine.completion.excluded.succeeded	excluded	213	ac567e0bb7a50fd6d63334faa41ba7d537557f37c6d894f96110e90365eb739e	a47e04e62b65a03104df6c4503987dd9ab5d540460a84ecc8f11e56be951d3af
lock	lock.request.lock-exclusive.first0.count1.mask01.domain-already-poisoned.deleteauthorization.mutation-false.lock-true.retention.route-unknown-prior-quarantine.terminal.route-unknown	terminal	242	5f994df1aa9f11e473fc6cfe918a608f889a50d3cff6b287705496176420034c	41fbd2779bc4912f3d400572e3abcfb4bff7c5c5f3fe23843abbe3bd34deea57
lock	lock.request.lock-exclusive.first0.count1.mask01.domain-already-poisoned.deleteauthorization.mutation-false.lock-true.retention.succeeded.completion.excluded.callback-lease-missing	excluded	088	672a586ad6c67e42a1d4218a23cd6f6df458db89a2317a5f71458029ecfd6e83	76d3a1be2c513bf6f6a07edd47041d752dc830c2ea4b4181e0f320ad9cb94d7e
lock	lock.request.lock-exclusive.first0.count1.mask01.domain-already-poisoned.deleteauthorization.mutation-false.lock-true.retention.succeeded.completion.excluded.callback-lease-session-or-count-invalid	excluded	147	dc7f7ca59ea8fdc137caced6021df76ec28d9f471e789ac04ec873d4a960c04b	29caa7d267d5ffc412e29fc5d4b4554454718824f63c31f4dfaecce80487763e
lock	lock.request.lock-exclusive.first0.count1.mask01.domain-already-poisoned.deleteauthorization.mutation-false.lock-true.retention.succeeded.completion.excluded.owner-poisoned	excluded	231	38bed69a08c61fd5fd28a0107c478e8c4ccf5bec796df6a05cab967ce1088440	af94ad5928268a16600923260930c08dba886f18d40ce6cbd48229e341fa4850
lock	lock.request.lock-exclusive.first0.count1.mask01.domain-already-poisoned.deleteauthorization.mutation-false.lock-true.retention.succeeded.completion.excluded.route-identity-mismatch	excluded	103	3a2893d41bfc2d20adf2695009e27090b030f443136d56957613346d12d6b1a9	50206d547a4d1b1255e98cd5e36b555f2bf2324a3ce0ff4d7a5e3ee03cbb55d4
lock	lock.request.lock-exclusive.first0.count1.mask01.domain-already-poisoned.deleteauthorization.mutation-false.lock-true.retention.succeeded.completion.excluded.state-shape-invalid	excluded	079	522a3ed7a092e21553a37ab0366683181bee782e532bf0a208474a002a8053b7	1881b9e4e2b0b6a83618788f7f950e076bf8d91211f75fe2d9e899c568b9239e
lock	lock.request.lock-exclusive.first0.count1.mask01.domain-already-poisoned.deleteauthorization.mutation-false.lock-true.retention.succeeded.completion.excluded.succeeded	excluded	148	9ff1da59370a628d12c601a409db0d70b85ae88296897a8abc976504db936f2d	27baabe6446e530c069fdc0dbb9f7d8aee62bab4e4eb15d0b8f7a9ecfdfcc0aa
lock	lock.request.lock-exclusive.first0.count1.mask01.domain-already-poisoned.deleteauthorization.mutation-false.lock-true.retention.succeeded.terminal.route-unknown	terminal	093	4c442636e2b6dd117450fbe17b3a17966f28b51c7542470a6c2b6169dce349db	d9d6fb92187ab1f148b5443fb95054d6544389e419d8f13a282678ddd969214b
lock	lock.request.lock-exclusive.first0.count1.mask01.domain-already-poisoned.dmsexclusiverelease.mutation-true.lock-true.retention.excluded.identity-mismatch	excluded	067	3ed025930bcd862986c2456197980e011be818c5ffdb318ce877b894935e731e	44c1d41798e764b5fcc951e930dae8598fd3c24686001a3bf84fcf9341fc73dd
lock	lock.request.lock-exclusive.first0.count1.mask01.domain-already-poisoned.dmsexclusiverelease.mutation-true.lock-true.retention.excluded.owner-poisoned	excluded	079	c4f2128df4308602e7f6f0edf92df4e4fa5d9d7774c85606001249074d48850b	d5b63b7b43b160d1af38bdd547b4b20e78f2ee6a92dd4eb8c9eda01ece000b41
lock	lock.request.lock-exclusive.first0.count1.mask01.domain-already-poisoned.dmsexclusiverelease.mutation-true.lock-true.retention.excluded.validated-route-disappeared	excluded	187	a277bc3e339af34b48eb37761608ced4d367f30d2dfc0f9fd8d01aa4c3bb3686	4e494fec9cbe2d907141fb5a64ae149b9832054762ff37c5c412089b1c8f920f
lock	lock.request.lock-exclusive.first0.count1.mask01.domain-already-poisoned.dmsexclusiverelease.mutation-true.lock-true.retention.route-unknown-prior-quarantine.completion.excluded.callback-lease-missing	excluded	054	b8add512aee4f725fa9ff2814f0448d20765dabbc052dc1e9990e12fd3a941f0	c463d510a7fc362ae4e29fceb084eaa024acfea52f1806c09140aef479797cb5
lock	lock.request.lock-exclusive.first0.count1.mask01.domain-already-poisoned.dmsexclusiverelease.mutation-true.lock-true.retention.route-unknown-prior-quarantine.completion.excluded.callback-lease-session-or-count-invalid	excluded	055	596ffb6a3cae71880fbbe1c6581636bb9bc924444bba93ee51ff5228761fad31	3de13175593af6cff66d7a16ac0409e3f155ad3afe6663cb75b014dcf4fd61fe
lock	lock.request.lock-exclusive.first0.count1.mask01.domain-already-poisoned.dmsexclusiverelease.mutation-true.lock-true.retention.route-unknown-prior-quarantine.completion.excluded.owner-poisoned	excluded	180	ea14fa5d788986783294bfd8e3280ec46fbaab68bba61dfaadd896dd3a2124cd	421754b716e192dd67280867bae5585abbd90f62e0ed52cf20bc28255ba09fef
lock	lock.request.lock-exclusive.first0.count1.mask01.domain-already-poisoned.dmsexclusiverelease.mutation-true.lock-true.retention.route-unknown-prior-quarantine.completion.excluded.route-identity-mismatch	excluded	067	57a5f5fde4c6c9c526d61c1a017f93d68cd45c913f9c44dbbcdee39320958ae3	6d4e169d4ed9b85312e59b2e136699d195c8496ddca76c3b5613fd3236b04c42
lock	lock.request.lock-exclusive.first0.count1.mask01.domain-already-poisoned.dmsexclusiverelease.mutation-true.lock-true.retention.route-unknown-prior-quarantine.completion.excluded.state-shape-invalid	excluded	249	6b4b67dd4c051e3cd6224a2a5204a7ef688e43af67d0f4035570f133de59bf2f	67665e6ecf67570958c845d7ee45f12301fd621b406d2f2128b1ed979c4d9d55
lock	lock.request.lock-exclusive.first0.count1.mask01.domain-already-poisoned.dmsexclusiverelease.mutation-true.lock-true.retention.route-unknown-prior-quarantine.completion.excluded.succeeded	excluded	248	d166d2edd04cfdfbfc0b9f470d69fa2ca2a6612cc60ce44a7d3540ca2802072d	169896d0a4c338b99314886590ce894f1d95b78315a50372ba5c590b65182bcf
lock	lock.request.lock-exclusive.first0.count1.mask01.domain-already-poisoned.dmsexclusiverelease.mutation-true.lock-true.retention.route-unknown-prior-quarantine.terminal.route-unknown	terminal	089	efdf9cdda141be3267d36be52acd385a8fb621f5424e42f2871945b66da38ba8	c9b300a4585f01f5d2f30eb9220f3d89e86fd2b037831e009663fb27203e44ee
lock	lock.request.lock-exclusive.first0.count1.mask01.domain-already-poisoned.dmsexclusiverelease.mutation-true.lock-true.retention.succeeded.completion.excluded.callback-lease-missing	excluded	050	772d8762856725ebe6bcd5ee2eac1b7e3981de9e28fee5643bd579fe003148e5	4ca9432a6abb706c0d207ebac565878600cd55ab95ebb74d9da77581f569f694
lock	lock.request.lock-exclusive.first0.count1.mask01.domain-already-poisoned.dmsexclusiverelease.mutation-true.lock-true.retention.succeeded.completion.excluded.callback-lease-session-or-count-invalid	excluded	053	238b3b1fa1dbdec20419e522e2211cb929e06cb576bf3db3a9d9120e1191aa5c	6e9cd8eadf2686350775801823142cd1dfca52b71430244dc7885b1e149d8bf7
lock	lock.request.lock-exclusive.first0.count1.mask01.domain-already-poisoned.dmsexclusiverelease.mutation-true.lock-true.retention.succeeded.completion.excluded.owner-poisoned	excluded	177	fe1ae65e779a6fc27e8627433f5ab98f955cb14d5ab28ea8f8c9d472daf39579	a5d4ddd0b06c93cc9d8aeea5eb1231c2dc08868061b610a7207cf59247ece677
lock	lock.request.lock-exclusive.first0.count1.mask01.domain-already-poisoned.dmsexclusiverelease.mutation-true.lock-true.retention.succeeded.completion.excluded.route-identity-mismatch	excluded	111	8b6fe609119bc0f2bd2b75666a13e31705c577cd9515e7963f9a079c98ea15f8	e54f920554e06fa28898acb0e85e4d241bdbcebe99a957d84106c7a3f59979a1
lock	lock.request.lock-exclusive.first0.count1.mask01.domain-already-poisoned.dmsexclusiverelease.mutation-true.lock-true.retention.succeeded.completion.excluded.state-shape-invalid	excluded	005	5e765f966949114fb8e23958b6b6e266691dced1cdd5e3833385e51f17f04166	718a62dd83a229f70f712919b8b563a6364a1dcc622ec54bd964dc713383739b
lock	lock.request.lock-exclusive.first0.count1.mask01.domain-already-poisoned.dmsexclusiverelease.mutation-true.lock-true.retention.succeeded.completion.excluded.succeeded	excluded	004	11660c3be1f04abf6ec26585f4804c834b450aef9f8531675aa862f9120f11ee	9f5eaf6329e64af522104fc3c2f3d6c9be02c79afbc750e3191b8f70ac2b135e
lock	lock.request.lock-exclusive.first0.count1.mask01.domain-already-poisoned.dmsexclusiverelease.mutation-true.lock-true.retention.succeeded.terminal.route-unknown	terminal	123	305626ce4b3fb461187ba12b4b9fe666a6689eace65047b1dae18bb8c183bd57	1f04b5129dc3b4854dafec2cc86dbd729d7dd5acb0f9127617917b8d7f7e2e5f
lock	lock.request.lock-exclusive.first0.count1.mask01.domain-already-poisoned.dmssharedrelease.mutation-true.lock-true.retention.excluded.identity-mismatch	excluded	061	cbfad972e9844f0f9eb493dea05160b0c031106223a6e7b1de9fdc0a2d149b9c	2963463604d2184e0d67ee599f14ffaa6d4b2493ed57321a8a6a9f8215e9c4c0
lock	lock.request.lock-exclusive.first0.count1.mask01.domain-already-poisoned.dmssharedrelease.mutation-true.lock-true.retention.excluded.owner-poisoned	excluded	091	5d2379e5672592d58f63518adb29a9b75eb54ea35c890e4ddf7dc2338652c16b	fc7d67063d2947c7f56f91a296b1f112c183a58d0bca6a6fdd38e60b2837dc7d
lock	lock.request.lock-exclusive.first0.count1.mask01.domain-already-poisoned.dmssharedrelease.mutation-true.lock-true.retention.excluded.validated-route-disappeared	excluded	136	8f6151b8a346d626193dd6bcca94dd006fff5def127263a2de06d37785d62a5a	e2ae12b500d556bdfa1ade17a64c1c98985ff36e08cfa9729e402805ba11085b
lock	lock.request.lock-exclusive.first0.count1.mask01.domain-already-poisoned.dmssharedrelease.mutation-true.lock-true.retention.route-unknown-prior-quarantine.completion.excluded.callback-lease-missing	excluded	078	53292b2033f7ad72eb2617dade6cfa7ef0d9e55cf23f35fcbbc41b42e4536b66	74f8b322166303d2cbbe6f84d6c77c760f98495dbcee2cc632db1464d5d66200
lock	lock.request.lock-exclusive.first0.count1.mask01.domain-already-poisoned.dmssharedrelease.mutation-true.lock-true.retention.route-unknown-prior-quarantine.completion.excluded.callback-lease-session-or-count-invalid	excluded	199	ac760d618eb0acd1ea8879e0efd177538d7a0534dac2af4825cfc3c82af68941	9fac7d85f8f99e4904ece8b78645fc1b0435ca3319f12f21beeea17c49dd5999
lock	lock.request.lock-exclusive.first0.count1.mask01.domain-already-poisoned.dmssharedrelease.mutation-true.lock-true.retention.route-unknown-prior-quarantine.completion.excluded.owner-poisoned	excluded	227	1c234acd5aa777ba38ce509af181be42a3a30ea47a9b66b486e1bf0bece6ff71	e1138ad482e5c3e39cca7fd9764c40e90d12c4daf4f144a6de541fa9e19d22a6
lock	lock.request.lock-exclusive.first0.count1.mask01.domain-already-poisoned.dmssharedrelease.mutation-true.lock-true.retention.route-unknown-prior-quarantine.completion.excluded.route-identity-mismatch	excluded	128	0e8e23192cb503c39212b4803fc8a3b8ad09245ee9e71827ecb1f7e2f15d4b62	49c0ad7ecb5c8ec32e8b730f836c9f3858f46f372ba0a3561d767560ea885765
lock	lock.request.lock-exclusive.first0.count1.mask01.domain-already-poisoned.dmssharedrelease.mutation-true.lock-true.retention.route-unknown-prior-quarantine.completion.excluded.state-shape-invalid	excluded	138	d1e08d70430cfb998cab9bbb5616ab3a69a7e6ee248fa007f92fadb53f7cbcbc	dc00e83ee66492f22961654be8ddb80da48badc745c2d481bd544279de00f0de
