action	first	count	mask	case_key_sha256	full_record_sha256
unlock-shared	7	1	80	364f11cad419fef9482798dc94dcff811d2d430de038617808544b523af0651c	24d92647307a2519599a5189d1f255b95884ae3ce574bb11c02e4f6b4e3cdc5c
unlock-exclusive	0	1	01	c79669037cbffae86be0c4cdc45fdfb487fb722ce502358f588557a6eb9ee50e	e1284272c9a340a0ca88b3fb7de10510937a458e4143b558fbbbd90093061c7b
unlock-exclusive	1	1	02	8a4d1f631c1f662416d9b88894a5d761fc9f7ae445266fc4819252df3204d4aa	7d50b12b56087f3733ad6f810c64f210509c57211f60c43daa22f8f7560711d7
unlock-exclusive	2	1	04	bff4832649e25ea62059ac7a08b1b443a247e3797720bdc15675cd45640cca8d	b6137e88be1c7363bc1ac2c663b44c63411578ec109c0c66fd6bff705d426022
unlock-exclusive	3	1	08	ee52debde2c9cc48250ec5cea35e21b71b010c24d29b3cbc067bfe305b525629	86a26a74ca128026c776b136fd72eda5bd88a064ed287e65d39032dee9289d8d
unlock-exclusive	4	1	10	8da3766dbdb00ff6c0f9070a374356c1e3798cd579de69956deaf93630d52d87	6af4f7215432add75d1e632a676c32a7f1c0d1009a8b137107def26c9afc3b18
unlock-exclusive	5	1	20	82090fed68e16b3ceb778299dbf895438f8b15c8e578fc8f9c938bee29de8789	cb041392cab203bf9fd17fca9c4e0bd42f475657178568d2922a3980ee684acc
unlock-exclusive	6	1	40	f163d8268e05826ddfef0ce465bdf94f9bc01cdba46774b7398f46ecb7e50f3e	6d68a1cd5605206229b49b64a9022ee70cb7146f78e5f073219b565ba9b7fed2
unlock-exclusive	7	1	80	a06c4db4a5ae3ac3a638c48a4043eb3d11893b7c0c18eb716c2cf7db78a79445	ba06b53307b47916d822911ad18aed2dce48d5271256cbff4e2e0ee78f2cad82
unlock-exclusive	0	2	03	8f2530eef17d0e439bbd486ca39e2805b3be02b08607650258f718da28a4ae8f	4b68e8ec2b547eebbde19f4811e69e918ea61199cab8d040fe7bc199ac9effce
unlock-exclusive	1	2	06	3ca66b6628f2ded410b0eb8b6a283722eaffa8302fac0e8b152a299f0f0b3a84	8c83a06a4f6eed1dd1f45ae8c4ae1eafc130b0cb3ffb7082fa551f3fc4e06a0e
unlock-exclusive	2	2	0c	710c98b798c4d67092ed1b3e06ef90563d644b594dc1be822a0d0a73e73d76b4	0b3f848a9d55afb13eab1c76a749a4bf89469e920952d9d64698dff09ca66b92
unlock-exclusive	3	2	18	e108cf376386d804abcb1af5a3418e44f4153614d7e35113d268a0fdfa05a75d	326d5c382e428d23ace3c76a22ecf44db58caedabc9bb07960b262e830bb7c78
unlock-exclusive	4	2	30	89dd574c0598b78eef6eaaebb2b4ea42f2ef6766e92778587ba3b5ffc643ca66	a10c4ac6589b94ffe2c350ea885b0468d20a4c80e1df206ce09fe87761231161
unlock-exclusive	5	2	60	db1eeb3d8703051a3992a5755c9b91e0cc689d8a7a78440364f0ca0861a23716	0d1f59ef435aba1dc31d5a2345a6ce363e1edc3fe80de0d8d0a9adae29f9a6ff
unlock-exclusive	6	2	c0	d9091702692602ecee159eac407c5194e54b65deac55af80f7ba4f4d633a123b	50ae8c1e95797fc12fdb1fd5f7198d7144ce0890e71874e7879c78f19d903189
unlock-exclusive	0	3	07	7eab6152d1b74c91104360a8338f661e1660a844c9b97f8c1b26e3fab47f97ab	d42b8c36d180d95982159a79a52750f35ee369674954fea45fb5d5b993836002
unlock-exclusive	1	3	0e	864247c568d854f1e2b4a917282380d2f54da923bc6bfd2d0557f4791ce131e5	6a595292e9a649f4b6ea677b1b0fb867900b2760a0ecd88e849363590bebe028
unlock-exclusive	2	3	1c	8be923fb0f1539c56a05c41ebb92de8c13719d7d991267da4eeeaf1755a7a033	f925e711ef374b572102fb5cffb018568615f2a6d313106c3d5040619174ce8b
unlock-exclusive	3	3	38	f47c63d9d99c09c0253c46d6e574276e7fe5ea83ea17a4e06849ceaa97cabd80	a251c00f5b3bbcf53a1e023bcd9c2199b6755c8132377d960ce5ce20ea437f0b
unlock-exclusive	4	3	70	da036fe2e1059b3ce77284a64465be5598b388f6518d9e4f0d1b3bd3cd1b5f35	7c552d6b3ef523e34f6c5cd34bd655d0f21bf2833243b9249c68f460533f6ba2
unlock-exclusive	5	3	e0	1d1023f65e09a9aefad6ca78200164fff95dda4f7a46d2da480e417c031c1c18	6fa21132af9ad362a157f1f5d077d127d6b2d89d036dedfe9de011597696834d
unlock-exclusive	0	4	0f	0dd2c33763e97b642e010b36096a2644ac86ee17bf795185c4e0b8fcea73e494	41fa1e7e9f3e7bc7240e1185adc9abad8d1b1211dd23943a160fe2219af7e901
unlock-exclusive	1	4	1e	3dd998fde0d6c65796dbb1738f2bcc390b9889fd094dec36189da69ece5cb306	acdad74f31d0b6843f57fd7bde03165de5df10c8830322f094bb9ba5c5398dd2
unlock-exclusive	2	4	3c	c5baefdd386a653da1f0bbc8d9e7f9fb572e26651ab5642185c0841a15296967	f8064338c020706a720b8daccaa7a5cd0656dc092426c401c6276fb8d5de9054
unlock-exclusive	3	4	78	be8470a895c09d3fdfa8c9fb630babcf9f76ca03bed9b12734a303691f9ebde2	0fe924e85f0e70245f6eb19d573862b9f7d49e45975ceed20b7ac52176ade80b
unlock-exclusive	4	4	f0	1ae162c5038e8f4f1a2b60553b5c0c54ce490569c0855a8f6dc905971f9b9f41	0b9b2c1f01c22695b36b203cf4b92ad995955be4630706f9c0b8e7b22d12a91a
unlock-exclusive	0	5	1f	9807bedb2a956dd06ab26f46a355d509703ca4cb2d10d200c84068944651ceb2	7dbf51ec864b897a8eeef9a4831ea897ac1fb7de4e59135a35c28e542ebb5fcd
unlock-exclusive	1	5	3e	2ef5e51b554990e901c94083d8d680b2538ae17ccb45a581adae3e724171810c	d34de7519e576a6bec19d6fc914a9f80e2e75c64e77077d45954f7573ada35d2
unlock-exclusive	2	5	7c	af4273c67cebe5f787f9db08948cba3d5675afa036f488fe449fbcfcade87f7b	2b7e396bc6fb6eafa0c9892ff861bc6152802064beb5157896b1c6baf48271c2
unlock-exclusive	3	5	f8	50ecf5032fc560930173e874a64842c382f7edcc690e266e677e30fa73d9b7d0	fda429e6a8a6293510ca979963bc2721a8920c6771a14c9706b1c956e244ad10
unlock-exclusive	0	6	3f	ebc1f475da06462ee66ed892457d74c65118e0f3baffb59747b8bd90999780b9	c28f0880aa13c903eb3ac3c7ea79de268546eab4c493d6bf44d816e457597b1b
unlock-exclusive	1	6	7e	669070525bfd32d8556c3bdebabd449809076ea9d052a879d6fe0fcd25a8c02d	d268acda3f0fcad1c805a96428fee9404da823c0a703696e1b25f002d39bf72f
unlock-exclusive	2	6	fc	62d397d1bfd7238c9b000525c1e7ec733dcf0feb758e03e8ef224dc98d52a3c0	6fb9251601cb5a4c2a9e159677abba762a91b1e73166d6ebae2fea4ad87719a4
unlock-exclusive	0	7	7f	cfa64468d7198e80fe47173454e0cc67e1e19fb440fdf67c121af1cf19c027ee	54c7e999d2ae3f5bf313e9d10a6872dfeb25ae333d4751ebcb462c9a5d90bdea
unlock-exclusive	1	7	fe	82cd603e98eef74ac9bdb7cd195f6215547f1145632ad031b645fcb80ea1c49e	244d3b510e103689f2f52f1cd85453637ceb81f03c09e623bcef937a31b8d83c
unlock-exclusive	0	8	ff	4ed1276fb5c08499d117124ed216ecc1248853605b35ec793be790cd6cc0d617	9e2a9cb4f03c7ae87e12e1bb000d5f643969d89e5359a0265d737cb8fea16c42
