action	first	count	mask	fault_site	path	completion	case_key_sha256	full_record_sha256
lock-shared	5	1	20	dms-exclusive-release	existing-first	route-unknown-prior-quarantine	a69a06151b095d072002442d23560277ecaeeaac93a715c3315004d9783b3d91	26cff24e0822341b409b732b0f675da69f6c26a1330000ed11fd385c70173bfc
lock-shared	6	1	40	dms-exclusive-release	existing-first	succeeded	d4beea526a7c8d846ea40e9cc904f2aa99c45f9c1c1cdfb99d6ad2dd0c70fcdd	f7be542bcbd700a0d321ee4c4e475d38e3ca73221c6d4cfcf5e3e2c77ce84a67
lock-shared	6	1	40	dms-exclusive-release	existing-first	route-unknown-prior-quarantine	59183a3dc7c66ccf1c60845f3bf8aae59a8d90a853228b4b975728139bb402f1	f1509f5558a16ce174df1bcba2d297fcaadfdbfa261cb0c04d22ff9b18643424
lock-shared	7	1	80	dms-exclusive-release	existing-first	succeeded	d5b066d0c57e706ab99e47e3a37a254a100c54dfb0bbd934f88496891f7ae547	8593a76a696dcafc0a816ca5206b55d589bf3cf2a8e69bb2f96612ee44212329
lock-shared	7	1	80	dms-exclusive-release	existing-first	route-unknown-prior-quarantine	5f6adb4e8f17ebd68019812b53f14f149b43a1e4214d6e036584a9a6cfdfb1d6	56a99bf234d7457f2472821d318fde42fd0bb7a17a64a6422599f68a567b6e62
lock-exclusive	0	1	01	dms-exclusive-release	existing-first	succeeded	82f3bf57db993216ded2e717a9fd520a33110392fd31861d98ae45e53870e878	0d245d5fbdd9faf1863414b61a69aa9097ef852abdb4754e84b04615bfab46f0
lock-exclusive	0	1	01	dms-exclusive-release	existing-first	route-unknown-prior-quarantine	b318fb9f1c0602911f559a3a3019d1dbe304704b7ee964c9eee0fdd2e6c879f1	f587df55bb0acbd2c5058b44839b1549f6042c482beb6e408c7cbc53b3df110a
lock-exclusive	1	1	02	dms-exclusive-release	existing-first	succeeded	60023b6c2815785137d73b1aad348cbcbd39e107722e0feb79a8d5559e71cc6c	c0090c36d89148b3d765aa77cfc858f881e7344a661605cd5aa007f72bfd3e68
lock-exclusive	1	1	02	dms-exclusive-release	existing-first	route-unknown-prior-quarantine	92ef3cd479c4bce4ea30fb0d694e3f0748da297d09c1fa9aa9cda9e7a8fde8e3	2d5ab3e51c66051a3229ebad4473705d7d6d7127a33e2cf6934badcde85d2216
lock-exclusive	2	1	04	dms-exclusive-release	existing-first	succeeded	a7adee735686cd6ef6b1b736608549f913048da7af00d9a46cc8ab1a4a8ce901	6731a05b3ca5c19d6b6f6880702b844b6ab77f6df6ba580f389eba5b4cbeaed9
lock-exclusive	2	1	04	dms-exclusive-release	existing-first	route-unknown-prior-quarantine	de6c1763d2225acfeaacbf129b023492355d8145aab769d0af190665a05ddd59	1a773a3464a77275794a34bed9e5bbec07ec49a4cb3333d57e06c983550cccc5
lock-exclusive	3	1	08	dms-exclusive-release	existing-first	succeeded	9719de1a443e3eb11c4b6e63410883db24fc7814d80549b040b4c0ad46e609e3	1f1ffa8893de35991344264b6498602011ab01ccf5e6b96d2649cadc728bf895
lock-exclusive	3	1	08	dms-exclusive-release	existing-first	route-unknown-prior-quarantine	33c02b4b6998f7d5fa157295094571636eac73f3c61ad735af90b476378b96e5	6861a58f1519e2f845e061b78383d2dc1218d4248cbd5efc8eb9b1f34e47e9cc
lock-exclusive	4	1	10	dms-exclusive-release	existing-first	succeeded	b31cccb13680ff3b2d71ce59b89887eefc65298b28cbb9b82cb059bff554b6eb	ba44b6627eb1bd9e0b3e994be8db2a60b12c4ff09c7362cf7c5ce388102fe6e1
lock-exclusive	4	1	10	dms-exclusive-release	existing-first	route-unknown-prior-quarantine	6d8043a8dd9a806ef7f7a5cb916fda9a2f4447719edec30d2beef73e24ac45f7	5db002fd2571edaac9a0d9ee6056e73c331e9bba8e0bdce5cc94f01bfe0fb6c5
lock-exclusive	5	1	20	dms-exclusive-release	existing-first	succeeded	d6311f87125bbcf6751636928f6aa4670d3999c6f17a00ac2120a7c19d23d76e	8ef7c9e352ed3eaf7ccbc33e5087685677061fa2b84d578d8acd6dc83840e1f5
lock-exclusive	5	1	20	dms-exclusive-release	existing-first	route-unknown-prior-quarantine	301dc47e1ab019c563af0e78269cf1fee68017a09da4c3c0fcd490cab1b06b1a	e366b21e593c3dc009c0307d815aafa0774390e9a641609bd84508625cb7f6fd
lock-exclusive	6	1	40	dms-exclusive-release	existing-first	succeeded	010d739a57cabe14a87a134eb836d1a3613e7b9d7abc19d0274e141b9762fb4a	455f57297d5595fc092166c930c441a64113f48e1f39c0e9bc38054daaf48206
lock-exclusive	6	1	40	dms-exclusive-release	existing-first	route-unknown-prior-quarantine	0a50b4eeadef6aed26821f7edf161691999956f359f8e3d3f532d4c7a9b2b823	01d5de7a6a64dad123018dce458fc5bbb38038341f712334b123473545459b77
lock-exclusive	7	1	80	dms-exclusive-release	existing-first	succeeded	e1e4abf5abe61909401e814c7db46229093439f008f8b6d444b2f39a0d9b2e3d	ea4f725d63622923641332ced4553154a6176410f40516d72ff0584b6e5b9a77
lock-exclusive	7	1	80	dms-exclusive-release	existing-first	route-unknown-prior-quarantine	812d3bb8c0a3d7d359139efc902009129d53cc7be1c2a355dc9fe24b68a1421b	37e236b8ecdab876c30ac9de700bcf0714926918cecd946cf55ea67d467f24a1
lock-exclusive	0	2	03	dms-exclusive-release	existing-first	succeeded	56702cb661a16b8c547ee9d2f39c75c118f52083a9c15e7818fb291ad8320bc9	a21f522e371029ff96394caf87bc2c9ed7f6dbfea2e7bb44b66c18d2d0fd5d21
lock-exclusive	0	2	03	dms-exclusive-release	existing-first	route-unknown-prior-quarantine	d8423c9e7e26bd910d4dbe50b31cdc5b8c6fa61fff4a040842b0b0b6abd38666	6daf91bf24de372e21bd098a3e1fbcd67697d4396aa5681491696f6a99b10383
lock-exclusive	1	2	06	dms-exclusive-release	existing-first	succeeded	fe7c28752f5bf4d02b0e84cd8510768c0f8faa1a08ee3a4e331c3e0a9203e766	806ed298dc45a7cb8eb62dd8cf87d91d541962b6d2e5d8c90c73bc115596ec93
lock-exclusive	1	2	06	dms-exclusive-release	existing-first	route-unknown-prior-quarantine	da0dbb9ec14d030911afc2d8a39b7cf7dd55d158e7bfbcb1075a6cf0560afadf	91104565e66527e28a0c9f44d211b7936d889c8db412d26aa5cf20ffb47ba69b
lock-exclusive	2	2	0c	dms-exclusive-release	existing-first	succeeded	9b7c778f6e161f0dc4a22ee3d7a7fc0395b9d9a637a307568cb3d186d0341fad	6ff8ab645e996902ef9467b8024a5e6d9cf04cb4a3aef6497028eaeccdc70d27
lock-exclusive	2	2	0c	dms-exclusive-release	existing-first	route-unknown-prior-quarantine	0db81fb741a19e0856c3632f78b66d297daf2e3025221f29d313ae4a590c0359	a4e4804e9ccf0a11777c6a96d51fd3adfa86da6c50346cd29f1751a76ef5afb8
lock-exclusive	3	2	18	dms-exclusive-release	existing-first	succeeded	95fd4dc5020689f3901b39156bba113f349df6bad2680f358af89fb5eb1e7194	e9912423a54587c864223989d637798651a3e254f0e552ca29a10c52ef6173ce
lock-exclusive	3	2	18	dms-exclusive-release	existing-first	route-unknown-prior-quarantine	23690fe097235eb58bdd51888ad13c172ec5079273498ae60b344680a8c73983	74cfa98715df059942741599edb356405a26cd06239496a82596910df4cbc9d7
lock-exclusive	4	2	30	dms-exclusive-release	existing-first	succeeded	af4d4b1c933f07098318a62496643c4a03e9f1572f1465b7345d03c256b48b66	75a694d091d6e1f60f14b325adff09083c4ee10b2ae983013adef4df60088d88
lock-exclusive	4	2	30	dms-exclusive-release	existing-first	route-unknown-prior-quarantine	1f0cd664da7d92f7f9820cf83851ba79217ed698807ed562aaabcc0bc3912276	c45f009a6cd6759eed82014bc8d125c42117cd18748f57e411f13eb92fc93e9f
lock-exclusive	5	2	60	dms-exclusive-release	existing-first	succeeded	435b7c192e83e8509e30650afe0d31375aaf863bf799093b69aae391d726d3b2	1408fca9f77a7db3329bcb71f7ca4bd6903f501a342f90c7b9976f3a2b503638
lock-exclusive	5	2	60	dms-exclusive-release	existing-first	route-unknown-prior-quarantine	83b57109cc051d8aa8f20de3633ddc440c84bfbd44987d209a96a1ee3c4d691a	61e8b0a1f4a3f06611b53d3ea899b58414b269a176dee578bd614193bbe6a8b3
lock-exclusive	6	2	c0	dms-exclusive-release	existing-first	succeeded	88ea2e6b4534789ed1d4e6345bd9ff1b10c6362bd4ef0fac7ca261a2306788e8	e55dcc172f0274e65332a19d33d52e7496d2a7eb10432354fa496da0ec9ca1e6
lock-exclusive	6	2	c0	dms-exclusive-release	existing-first	route-unknown-prior-quarantine	4af3248ee20cd20515496ed58fe5f6f2da2b8255f98306da2c83e325ebecc2d9	1a4619e8178f0e24aa43dd88a8d49029edcd1ad653cc5c6df1708fdac161165b
lock-exclusive	0	3	07	dms-exclusive-release	existing-first	succeeded	8d3f6f0af7ef4de8cd1d40deb26b2297961ea8b4b70bd63f1db4e1e365303fa7	d73ef56f12f8b03aca983deb7d67a075ce4b56dbca72963fd13337c8d26c3ba6
lock-exclusive	0	3	07	dms-exclusive-release	existing-first	route-unknown-prior-quarantine	b12051cefb0a39fc609b3559d7fdcda64cab10059e5fdfad06e7fb3138ef4968	103cf9ca12f4011eacd86d855af1297822cc79b83f4a2cb8334286244c929dff
lock-exclusive	1	3	0e	dms-exclusive-release	existing-first	succeeded	13769e6e185f2452acfc201c2ea2c14e959152d6f470a6f015c79423ae283265	5ae2f259fd491e055232bbbed359e71614f2285c7d7365dc6bdd653828a2bc60
lock-exclusive	1	3	0e	dms-exclusive-release	existing-first	route-unknown-prior-quarantine	d3a2ee68e6f80110a283eed13a4918263d2d00d8c00ce525b6ad4b3e07c4fbaf	a61d828109f493f6c40dd3d753529b80f0fb0e3679e203065b638ff41ea16834
lock-exclusive	2	3	1c	dms-exclusive-release	existing-first	succeeded	f690fc2c082c548244a10e5eabcaee46cf09aad5c0e1683c35c2a0aaa989c5b9	09ff9b4bd095eef22c3dec34ee34a995036e1a1ffbcdbc7bd16f4aa9dd2b0a2e
lock-exclusive	2	3	1c	dms-exclusive-release	existing-first	route-unknown-prior-quarantine	9291fded83c30d2ba16a4a94ff6f1b63199156557a6c1282a05ee2c7a6df3b1d	c3358da1092f721f33a599f1ad9fc62c2fc5ce52b88aa5dc95c511272ee6ce13
lock-exclusive	3	3	38	dms-exclusive-release	existing-first	succeeded	ca6e186b0316c65d6e34c6ef6cd9e6fa14d95c7313950896e55cefa4e0502eb8	0fdfe025b07293f8cc336b66c5896fb4a462798ecde54375d11373b6f9143627
lock-exclusive	3	3	38	dms-exclusive-release	existing-first	route-unknown-prior-quarantine	c472356baffe3b8a28cdf57c439aea74c10e86b09d7e7f8b63213c61613e5bef	10dc4f270a1b158ed6793fc46e430cc332c2eda69f9d0b8b87925256f72174ca
lock-exclusive	4	3	70	dms-exclusive-release	existing-first	succeeded	6c50337ba52a9bb0cd7d60cd1511dc07b55a33bb72795e042b7218b2c31c3373	c5b5319ce558bf7f6884d56b191c2293a969a1940492ade436621bc8d43c41c9
lock-exclusive	4	3	70	dms-exclusive-release	existing-first	route-unknown-prior-quarantine	8b61c0a6c3c131bb7afc54b91f3202b523dc44e500e38f6256448bb743f997d7	db5fa83e4ea9c50ade94205ff23e11910b427dde2af767bff64f85293c560c65
lock-exclusive	5	3	e0	dms-exclusive-release	existing-first	succeeded	736b26f56276626269059e97b88e72686d5060f13f8e727797b8bc44126bc025	0a74616ec1ccc9bf405b34d5fb74e25f1e083031e4af39e670de783c6d4298d5
lock-exclusive	5	3	e0	dms-exclusive-release	existing-first	route-unknown-prior-quarantine	691bfaa5c870c23bea7849629eae5c3c81adc50f54190e921919d54c35d54336	3a18c212fbe0ef976f14d9db163105b12cd23a9630309ed66d34e48f5acbddde
lock-exclusive	0	4	0f	dms-exclusive-release	existing-first	succeeded	a176702e599d675b44b140b183f0895341958d0de658c60e2adfa353592cceb6	e675ef46d9be0f7c03a4affbb033563556146231775f0383e9b247b63734465c
lock-exclusive	0	4	0f	dms-exclusive-release	existing-first	route-unknown-prior-quarantine	6268dd720ea02cf3a56b0f0212aa8bfce86d288fa54d223b67c217b1053171a4	5994e616c3a8f274265ea849f60438ea0eabfc466e265c260f88c7010bdd1dbc
lock-exclusive	1	4	1e	dms-exclusive-release	existing-first	succeeded	c4015ca57c563bae4370cfe037d4af791107a5a7328ffa19b2b9771bdd6a00d1	4fdda0105e9d625257149a2e42928659f22d029f781517e9aaca44dd28429c2e
lock-exclusive	1	4	1e	dms-exclusive-release	existing-first	route-unknown-prior-quarantine	095c61e7d8018c103dc12f1a198fc4fc225e14f376166ccb26cbfb7068a9d475	afc661c73b37c302c43ba6c1433509ad05d12391c32e5e583ea8b9260c403aa1
lock-exclusive	2	4	3c	dms-exclusive-release	existing-first	succeeded	2f396eef578b0ad8850867d8a13f9f5b6600f22ca78291fbb4b078e5e0641159	c89ff23107e178c92dc97b2cfc3cc4033b4b9ee70807773f9c8cac7dbed3f15a
lock-exclusive	2	4	3c	dms-exclusive-release	existing-first	route-unknown-prior-quarantine	53e6621d21b32de4c43fc54058a1da99081760d7e8517e33e4c267742019a8e3	d21c29f578d5d64a618cec9211d4f93421436b00e67f11e7ff82c6b3d00056c1
lock-exclusive	3	4	78	dms-exclusive-release	existing-first	succeeded	6a5834deda672dfedc7e6487ddaabffa6e4be006dfee5aacb5fff97e5dd645c7	53569bf0a86a0e5600109c43bb9f875b3a789d4507d546f5f77ea2bf74306451
lock-exclusive	3	4	78	dms-exclusive-release	existing-first	route-unknown-prior-quarantine	c4ebff7d9f2b7d5a85dfe456081286c472f8c9226a983c7a4ba8d9c2886cc7c4	fd3ea01779e4aba442ac407ed78f35fb474367e81d9afcec3bfa46be2e2361c1
lock-exclusive	4	4	f0	dms-exclusive-release	existing-first	succeeded	bedb07e2c064b338fb696c44af24bfbfb7b3c212ecb1e26f50a1ac952611d01d	1c1f3149cafdbd9a9b231b17a0f02a92fa80e8dc6b7dc14a3cc59c9fcbf37843
lock-exclusive	4	4	f0	dms-exclusive-release	existing-first	route-unknown-prior-quarantine	2d32444cff87441a1eb0a094ac5503f9bc9a94a8fabbe1b460c1d33ae14460eb	602c75461e3d14b06cc6c4509446064c38a94945600094b8b49ddd31af56aec5
lock-exclusive	0	5	1f	dms-exclusive-release	existing-first	succeeded	16081157b621fcc46ffdd8fde52fe469e9abc157dec06753a8f190df8b09cdb9	2960f13a6c5d6d33206b266f00d202cc266c4376f1a542a89ef5f05b1001f1b1
lock-exclusive	0	5	1f	dms-exclusive-release	existing-first	route-unknown-prior-quarantine	ef2be4529e6dd9a2b52d2c1b685480d4b8fbc7fa64ad436020a13638facbc995	a51f04eb9958e9bb25117bfc05eee9eac3a56735a6de0a787b1f7a7c6a2d4fc2
lock-exclusive	1	5	3e	dms-exclusive-release	existing-first	succeeded	734a598c6dc2b259e632954b04fef3cd0bff318888609c6abc764b55bb64bea5	a65c14e5820fd7ae6fb0215364b931e79291ed1d4e35802290dfbe08532b4e19
lock-exclusive	1	5	3e	dms-exclusive-release	existing-first	route-unknown-prior-quarantine	8e03946c64b9451265819e283386c6063cffc5094a8fb62f9bb51bc586581d14	488ce259bd6f31c78bb189105a44fe129794644b7c7c9d2307788d4975807394
lock-exclusive	2	5	7c	dms-exclusive-release	existing-first	succeeded	3ddd8f4c4d01273ad6c1ad035cfc7c19df311709e7850e5b1c89911751ace9dd	8be1d96bd42783cedbf7758c2d50bfa03ec523e7f33686f1f38022caefb8a441
lock-exclusive	2	5	7c	dms-exclusive-release	existing-first	route-unknown-prior-quarantine	57c45f9da2fc00d86a4637eb6e5bf68f782be4afc8bf599b9032028b7cb77d98	f31d6a8fb10c8298814bdda586907f24e97290b677aea81af637ab7a0d8110d5
lock-exclusive	3	5	f8	dms-exclusive-release	existing-first	succeeded	fa803b0db9259f8fb757b4d97d5611d864d6c483a5f2aa5fd250cd780e9fc7e5	744e6172cca1d5694ee417090d2fad2e8a10af44786a51d355561f34e8532963
lock-exclusive	3	5	f8	dms-exclusive-release	existing-first	route-unknown-prior-quarantine	34dce62844f41ba551194550e8063e5722534af6b577ecb92cfc4af3224d6186	29d21b7406baf997bcfac8c16b4e4e10a1445b693e74f42b89121cee9a933401
lock-exclusive	0	6	3f	dms-exclusive-release	existing-first	succeeded	9dbd6602d406a0cbc726f5c9acc26f2b5b760ecf0de9cd542495b180babfac9f	d0dabbdbdcce867862ba4019540c3f5cb7d1a6cb0786f6d9487db5b5af30f35c
lock-exclusive	0	6	3f	dms-exclusive-release	existing-first	route-unknown-prior-quarantine	2abb9eb9952ccf4a57479d5b94f8efcfc105232a78351a1cd7b6c8ea6ad07a78	963eb08948e6ec95cc539eeab2d3b1e73527467af206b979f5cd807667a82254
lock-exclusive	1	6	7e	dms-exclusive-release	existing-first	succeeded	18996104022503653ba6646a1e949982b6a441554c37a7448e0894ebab7f4bfd	5d1575eadb63151558585560e0b0d45b90a72f532bb1048745e251de65fa4ebe
lock-exclusive	1	6	7e	dms-exclusive-release	existing-first	route-unknown-prior-quarantine	1ec18d3c9edd51da8dc4cbcb2bd2c7cb406aebb85c2a5cc8a32bb5c0f78b5149	1e9c1f243ac6faec07194513279c826abbfd9b69a7e695dc20015146d60dfedd
lock-exclusive	2	6	fc	dms-exclusive-release	existing-first	succeeded	85cb0c3ef01286e8a09f69cf12490d6a4f11cf6013522097fc0fff791e0743f9	96d8111ed97e2c63d70403b76e0f3d0a3914e22763ae58a25dcdac93b240c4e9
lock-exclusive	2	6	fc	dms-exclusive-release	existing-first	route-unknown-prior-quarantine	75e94063cdaf164ffb81cfb49b6b4fa7fe25409afa134fb394ade9557d711e23	952e89016c54a5cb8e451fc43e75165dd82fb59b5222991847f4a43d0cf173bb
lock-exclusive	0	7	7f	dms-exclusive-release	existing-first	succeeded	4cc4a25ab950e5e50a61da87a06a0d8961dbd27cacf00afee737d87ee0c83ac5	3efba52cdaba25dc977b82299eb2fd92ac42048dd5482f534e55640ed2bcd158
lock-exclusive	0	7	7f	dms-exclusive-release	existing-first	route-unknown-prior-quarantine	1598866ab09d089025e74c97efd541f88397ebed170588d7648e7a576c7e0cca	acd00709fd022666b816e2e84fd992f6355048ad1764372d8e25d12ed6eb30f5
lock-exclusive	1	7	fe	dms-exclusive-release	existing-first	succeeded	6b0972af18487bf36628741b872026725660800bada21600ebc761090e85a1d1	6fd5afc85bd0048bc590b861e04d83ca673d1446c67840df40c0f8589f09907b
lock-exclusive	1	7	fe	dms-exclusive-release	existing-first	route-unknown-prior-quarantine	c689edf638bf866d68784b52a8045f376b9ec468e6b312150ddaf100539beacb	a56889c07a6efd8900728575007b17679157e48719db5768d2ae0f38983b5719
lock-exclusive	0	8	ff	dms-exclusive-release	existing-first	succeeded	e19110326d3c21fd25e1bdc3034faae9e0b92d7cd149fa140d7dc96d2aec6d88	384b54201d6b381e21313f10a32465e6563409cca29dbe6b38b9956d11ed45d2
lock-exclusive	0	8	ff	dms-exclusive-release	existing-first	route-unknown-prior-quarantine	efbfdcef42bfc55ac93d4aac5863b0eea6559cab1827966b9b29def45ca1a78a	3bc2cc74d2fa893582c39dff3b6c909815097d4583dd087d0f85bdc8d2114107
