action	first	count	mask	fault_site	path	completion	case_key_sha256	full_record_sha256
lock-shared	5	1	20	dms-exclusive-release	created-first	succeeded	b6af39c23e92f526552037a39a5ae0b7cf76f0665e513c20dc9b84eacf53ff80	65b7e52affd4cdd9d7a85a4fbef60e4b6af4a3bf211880d02863f4443ba9c589
lock-shared	5	1	20	dms-exclusive-release	created-first	route-unknown-prior-quarantine	5b1fd21b9557b82dd46cb9625bbe5dcccafcc07b7e415e0bcd9d232a16b4fa40	6270ca3ec3a523ebbc51fedd06e794b126bdf1586a23db0a4258ad95f1780ab9
lock-shared	6	1	40	dms-exclusive-release	created-first	succeeded	3cf0c4da2752145abeea6a65a4502c9e8946bda21684799fb3516b4c76ff0ff9	e46e4d9c03c20deff5235f1e5802a7d9caed485cb18ab84daff3c80c9d9ec9a7
lock-shared	6	1	40	dms-exclusive-release	created-first	route-unknown-prior-quarantine	41692088adc77ace7b72957d2f44e631c9cbb2f5f2326291598d0951470adc04	0abe7d9f7c7ba1a7df5013770ae6a873513d10e9a7451c75efe6c36c51a28393
lock-shared	7	1	80	dms-exclusive-release	created-first	succeeded	458b7d7df60fdd4610a8bc0f7c076f164a0d05de9a81d5e8e204e58d992f92ae	56ad73fbd2388628e8097c8a7e99545b6dfd28bd7b8ab23f025833df8b235ac6
lock-shared	7	1	80	dms-exclusive-release	created-first	route-unknown-prior-quarantine	de68bca32e0d46d97ea6d046f19f68427519210b87df0ef7e090f9ad73be1c23	25207dc513f1847e63f56e7b9f82bc2d35e37ee277ae1712a0c88985d7f0be53
lock-exclusive	0	1	01	dms-exclusive-release	created-first	succeeded	6df340c462f6181e30666748759b33368df0e98b8f25ac6784f1302a8c333752	0af17d63ab0799fa9e21ab1bf645a8c897f53fb325851a8d3ccc1d5ab1561407
lock-exclusive	0	1	01	dms-exclusive-release	created-first	route-unknown-prior-quarantine	c3ef09bbfb634ac21959520dbd139cb0b9eb2fff14c8482a429e3aace31e06b7	50553438944ef9e0e4a8253e3a6d38abf3043c5ac6b0f0735625ce0c96f7b9cc
lock-exclusive	1	1	02	dms-exclusive-release	created-first	succeeded	ce157349717477bf4bb9ffe2da5a63ca1ead4cc73b3eca435eb3dbeb8a961f61	fd306a170e6e03426c5e0d5a5553726e83053886332af483b7c33c6b8b8eab7e
lock-exclusive	1	1	02	dms-exclusive-release	created-first	route-unknown-prior-quarantine	eefc059400f2f37d26f4e6ea6b70bca52c92a4a46420d34576bc1b543e115f6d	caee73a9ddc7f792a25bafaf1337637268ac4e36137f596ec22ed49f9ad5de46
lock-exclusive	2	1	04	dms-exclusive-release	created-first	succeeded	1d65dfc9e9aa6e09bfa4998f01fd066533347afa5a5d3c3d41aa91616e4d4497	f550ae9919a25672b9df99293a1eae8f57a8ebbe6c577209482881f548ff4108
lock-exclusive	2	1	04	dms-exclusive-release	created-first	route-unknown-prior-quarantine	60dc3f0b8c1f53f6e157031884ab75529281864df32c0295d2851fa31c40a914	1aefe8e4eaaf02345e4281694738d293aa746aa627d06832f40ab3dffbd6d2e3
lock-exclusive	3	1	08	dms-exclusive-release	created-first	succeeded	64e8aa50241c82cca427682193d41ab01df1d6e2c3e9e76c6bc57aa79de4f42b	ded7d91bb1dd8af0c4775eb729bc068783e4c63c18ec9af807f6bcbe78eac3af
lock-exclusive	3	1	08	dms-exclusive-release	created-first	route-unknown-prior-quarantine	86c1e1ad5473c9da3ca47513372cd87d30abec3002916cb64e300459736ff2bd	0e44130325471ed116a052511b77ff48a14667ca172057772190807d79d551c7
lock-exclusive	4	1	10	dms-exclusive-release	created-first	succeeded	0e9606650d7a43a7e446b12d80cb37e4836f6d3a487087d392244b9479ded5ca	546db360549fc2a9657de50f0a75ad766f13927e773e319d0621bb8f6ff0fb3e
lock-exclusive	4	1	10	dms-exclusive-release	created-first	route-unknown-prior-quarantine	e0652938a77044d449fee06c16911967ebd4d7e8b630c99b8bb1c661eb3d7f37	2089ec1ba6f557d0fead1691ef3f5193df48d6f85369a714125a8f32daad5b36
lock-exclusive	5	1	20	dms-exclusive-release	created-first	succeeded	7f0f8f21e18c752d177c8984835d0fd8422cce174eba80849a24259ba7f599d9	f9897ffbb40ef0683fe875e75ffce4fc72d481ede56bb6e775517dccc753aa95
lock-exclusive	5	1	20	dms-exclusive-release	created-first	route-unknown-prior-quarantine	4f51f6cb857259f5f7b40cb3ed6a21ceebac056ab88eff243a3ee4213014edbb	e321d1dd11b297c79b9eac755212f8926d8c887febe1929fef3dc0d357e17b48
lock-exclusive	6	1	40	dms-exclusive-release	created-first	succeeded	c0ab8884029169a9146706962ee7c6523f899582c26e74fef4ce301e53d4e10b	90fd93b7b1a8beaa36b7e82a036173f49fede218ee96f445420b9bc76a61374a
lock-exclusive	6	1	40	dms-exclusive-release	created-first	route-unknown-prior-quarantine	d59207488aa0fafd7ca85434f23ae78cba664581e4fa4ab5236028faed4c7776	fcef5509d46ec7405cf460b729139f826b5d0622ffc3c66a88e01208204fe187
lock-exclusive	7	1	80	dms-exclusive-release	created-first	succeeded	505fec4814fdb04f271441e887471c3faf1bcf71622863d828c9fba926742826	c997a9931ecfb18d2d4b786628177e01ab1a7cc04ae33e30ee1bdc0a7110b315
lock-exclusive	7	1	80	dms-exclusive-release	created-first	route-unknown-prior-quarantine	89195f382e09b117996ca41e1e9911ee33197c3d11a5b17a6223aabf47581b63	efbf8b23aaaaa29f58b070c48394c3cb4450fbcd2e687c22bce1d317e5ee4b3f
lock-exclusive	0	2	03	dms-exclusive-release	created-first	succeeded	7509dafdd61c667403e8b52724f283200090a240ea0eed5f0b7acac648583ad7	e8402ec7911bc1dcff8331b200ff901956bdf8ae93a42a42b32edb963ee1fbc4
lock-exclusive	0	2	03	dms-exclusive-release	created-first	route-unknown-prior-quarantine	cd340fdb2ad6d5a7a7b332ebf1d5ad08a4ed3b027be6d562ce991e5b010fb9f3	4bbf14465b33a85392015da4c61337a48b859d78cd7da3ed8a244c304c420586
lock-exclusive	1	2	06	dms-exclusive-release	created-first	succeeded	1a5baccb0e9a4fc1f6b26f05a688741a46a51aaaf9c13521a421d06dd5084e72	ef470cac0413d0fb3f1b4682d0985ad863a680e100ac12905c6a31edba290ea6
lock-exclusive	1	2	06	dms-exclusive-release	created-first	route-unknown-prior-quarantine	2be016acd3b667c2f4cb9f01e4cf13159cc65cfdfe624157c9e1b69e82801474	5834ae76d4798cbec5de9ca8e0fa670f11de9a42aa93ff5cab138c08d5df880d
lock-exclusive	2	2	0c	dms-exclusive-release	created-first	succeeded	66e865162a2f656dd7be9a089c81cfeb085b9a6c584a58f64690db708d5ae9ad	01150463d73564898e89450a32cfe91e253cfed1282194907595fc0354b2ff55
lock-exclusive	2	2	0c	dms-exclusive-release	created-first	route-unknown-prior-quarantine	8de87b4085b845436e4e1b75d504aac46f18271d4ca79458f78b9c3146b668c8	2a3ded25d0b3b98f9ffb00bd30e1f659d5f248fac9706dda71f23d702e77bdfc
lock-exclusive	3	2	18	dms-exclusive-release	created-first	succeeded	7ab761d180a858bad2c14f427574b128a38b065aa33f9d0d834f51e7f81ce8b5	40819226e4cbd4392523d5b539610f3f47c59ad08c3cdc5f1f4f0e1e5272e092
lock-exclusive	3	2	18	dms-exclusive-release	created-first	route-unknown-prior-quarantine	161ccabf98cbe1cf749513346ecf4dcb4af5455bb9766b902be1b643f61118b9	84521e7ff6594a1e71748a56bbccb4a12bc9033da3b66de5ee5600275c554a2d
lock-exclusive	4	2	30	dms-exclusive-release	created-first	succeeded	ae711d9423e19a62ada7abe743a955a25d32d87ec6834446eb38fc34564b3f2e	8562b4c5d99668dd5218a89894bd84c1fb3426438086415e9e2dd86f77f8a6e0
lock-exclusive	4	2	30	dms-exclusive-release	created-first	route-unknown-prior-quarantine	22435861093156a13a44f495a416d5f0142c2eb465a5f7f54d35509baf9b7e89	e7bfd500a1a1951161272174087c3ec9ea692d533066e27189fb7fa274e0a54c
lock-exclusive	5	2	60	dms-exclusive-release	created-first	succeeded	8b3d0106c1e4da2940fab3384616051262c360d25604d0a7c43be0b14257893e	a48c6f89ea6234083866ad85a8b1a53fe5774f08479f3df8a1cfad98b018dbd6
lock-exclusive	5	2	60	dms-exclusive-release	created-first	route-unknown-prior-quarantine	065087283feece56bd985dba56859d01bed34da54a7cdd489b31b8e88ccb1ad6	e41b09d5000b2e529d2285c608a24e7ac592bbab57ed21ba07ffd2e160b5940a
lock-exclusive	6	2	c0	dms-exclusive-release	created-first	succeeded	286c49cd7196c996ca1f74682bf3032d52a5cd68ea39c4e6303d39ce4d106be9	a337693fa6efc08b2fa92094cba21c9cc6797cc59f866781a5f175a3380bdb17
lock-exclusive	6	2	c0	dms-exclusive-release	created-first	route-unknown-prior-quarantine	2a66ab946374fd48f477a93e4bc8e75b548dc0caa95892ae2ef1215fc6782591	e88e4d3ebc5cf8ed027a65bdbd1d541fdc141c3ce4484b490cb2e28fc43c1ce9
lock-exclusive	0	3	07	dms-exclusive-release	created-first	succeeded	53562c798bb173e5d48e81898695f0161ed1e3e7e4ae2f7e14b0471d2f556856	81507c31f0087ea11f968743e06504d9df919c5a3aaf6099d583b88ebfe31083
lock-exclusive	0	3	07	dms-exclusive-release	created-first	route-unknown-prior-quarantine	a7710b93ea1044819ead6cf8a4da2536dd5dbb04f3c49d9d17094ff8ab3d5a5d	e598199dc59f48a581ed28c487aeddb64cf79c8fdb2b64a08167e17dc408162a
lock-exclusive	1	3	0e	dms-exclusive-release	created-first	succeeded	516d5c1f0d9e8806596c611738d918cbe7dbdb0e59ed445949756dd1191af8bd	a864d7721dfd689258c0994793e2fd0cabe3a43c2b25ca98f4a665ad39fb743f
lock-exclusive	1	3	0e	dms-exclusive-release	created-first	route-unknown-prior-quarantine	11ef979751146a444549e1d91af966864cd1783a3105e7be9029e9c6a6f38e7f	351890c333a4a7768b80feeeb4001629324fea145bd3df478a6ba81a83586d9f
lock-exclusive	2	3	1c	dms-exclusive-release	created-first	succeeded	dc1560a4218c809ee69cebd1945214b01671a621f814791dc510e6e993207785	94b0444434a583380848e1f9df1ad474df64287dff728d0c592cba40f5de8736
lock-exclusive	2	3	1c	dms-exclusive-release	created-first	route-unknown-prior-quarantine	5f40676f5ac394c156e3dd173dd44364c688cd43d9ddf880c5eaf14dbfbec8cf	4b81bb3b1d8a847a7b9b38a10b918d9961872377b70a770fc1acddd5836218c7
lock-exclusive	3	3	38	dms-exclusive-release	created-first	succeeded	7e703598ff397ed97ccb3d59f95b2fab73fade914aea64bdde6079fdd4cd66e5	f454d097a1c3a5549d3918c994d8a5f191a8f1139de156dc44af05cdc5a1c16b
lock-exclusive	3	3	38	dms-exclusive-release	created-first	route-unknown-prior-quarantine	eb3fd52df312cfe97b51352997f30e844eededbf92b81ebe9289718d7fa87eff	9e304a446c9be6773d5c1964b848f11c32b45c45a555eec7061af892d1659d27
lock-exclusive	4	3	70	dms-exclusive-release	created-first	succeeded	6c9072eb46a71dc783cd505dc271cdc430a4cc0a0e18ffc6ca99a6deae4c4c06	455b712a6786ae64391bf5163d2566c38eafcd0cb82ebd01d981785a9128e0bb
lock-exclusive	4	3	70	dms-exclusive-release	created-first	route-unknown-prior-quarantine	4f68315b6e81022dffcb1dc9dcc0d6171cd3c341edba89fc7fbee16a18ce9b9e	d81ed7599aa3bc737c514f67f13ec5480fa7df98965a1b09943695a1ee0af618
lock-exclusive	5	3	e0	dms-exclusive-release	created-first	succeeded	709e3bcf793b61e71e19bb67b65818db9922283ae0c3a2ed246bc0b013fb78a8	4f21ccb79f7ce198a09602eeef13f0186eea85249c875de97defe42908b7af65
lock-exclusive	5	3	e0	dms-exclusive-release	created-first	route-unknown-prior-quarantine	46cf4e9e7871c2474df2da0a9a151b32043e1a45d745e91954c229ca50b48665	a6a21813218387904fbb03d4f5fffa22be94150b848244b9fe80c29eeebaa5a5
lock-exclusive	0	4	0f	dms-exclusive-release	created-first	succeeded	6503c7786fee769cdf4509ef5b955e267b6f17b2eda9e36d6936fb59b5bf5deb	c1f8dd4458ebbb65a2ab71789883d39aeafcb7736262ae327ec251ffa18cb497
lock-exclusive	0	4	0f	dms-exclusive-release	created-first	route-unknown-prior-quarantine	df30d2a06906e5c4604423179f098bd144f1a1b1e31ee17db675d80e2fca442f	bf40613a3d7c54c653857d3c6d77e45ac2141c3b2c67019bb29dc0640e141bd1
lock-exclusive	1	4	1e	dms-exclusive-release	created-first	succeeded	b95df9fb122d7cea568ba1cb58e04b7c2f4acfb3317f82651aef91afb4245768	1de5b044a5581c49b9f85ac5e352f72220b76517fbf93a541fd47de0f918b577
lock-exclusive	1	4	1e	dms-exclusive-release	created-first	route-unknown-prior-quarantine	3237621d5ff7b4c0b67dd775847d8cbc109dc3cbe3239d64279050cf3b47b447	d38fefbea710573ed5b2b55a48b99407cc8c69bcc62d995119c13f5c15caa25c
lock-exclusive	2	4	3c	dms-exclusive-release	created-first	succeeded	a614973f0ee468777a18ad70b034b179676c25b87384dab3e653c39d70afc476	5a41bab8c563eec186869ee4df288731348df69b77eea8418ad65b8169ce16eb
lock-exclusive	2	4	3c	dms-exclusive-release	created-first	route-unknown-prior-quarantine	cf4b3f3df7e09481db7110a094c139c15be7a757446aebf1ad4a95fc3cd1be09	a13d9aed391f7d33611d52495b2894606c9e6f61a449e432e7ebecee9b24ac45
lock-exclusive	3	4	78	dms-exclusive-release	created-first	succeeded	03c17f422a5fdd2fc25b4a8cfda6eed6211206afd99c0dd24fec157f0b09f895	cbf78210e8714adc3c6ba95729d13205b79c73d0de8ca5fdb82bd0e0466729b6
lock-exclusive	3	4	78	dms-exclusive-release	created-first	route-unknown-prior-quarantine	6292483cc77f8ef67cfb08f23a39982b6073e0a867109e5cfc9b27783f0b57a0	5e2225296db6f4182b6dc6c9e1746f1ae74b35253ec22beb4b7d6a77f7c65cb9
lock-exclusive	4	4	f0	dms-exclusive-release	created-first	succeeded	0e7b4469891ede448fef0657052a63cbf71b9d6424faad8f7c92044fdbc2c160	2e0dec2d236a87fd29860775b9003ca179b22193b647cdbd5140b2ca88bfcc9d
lock-exclusive	4	4	f0	dms-exclusive-release	created-first	route-unknown-prior-quarantine	4cc9ad20ae1309c170fb7a4a8a0e2f78fd54e6391df1b1c7cad054026a2cc17b	a9038872a210d277048aec4b2370506fac3f4a1d6d659eb5845add18614917c2
lock-exclusive	0	5	1f	dms-exclusive-release	created-first	succeeded	f2c96d741cc7832ccaab335b2db741557e23ffae9bc3f08df587c31b85fb3cc5	1a66d1d048f096c752666003dc7237c67530c6050ff019c372cf995d9bd15c00
lock-exclusive	0	5	1f	dms-exclusive-release	created-first	route-unknown-prior-quarantine	42f13918477fd8bd46ec692dd2c9cf8a8936469f3921d2eae17dcb2e958500c2	270395a67fc7018d65be65fa4fb3f3052bd41660f1df4f43a2d57dae10e94309
lock-exclusive	1	5	3e	dms-exclusive-release	created-first	succeeded	67da336bd1852f5932d86057391e708bbef52f1b42394c95e6a3a4c0b4562a1b	197839d48f497f29eda75d2f089343e5295f79a619b67961248eafd83f045337
lock-exclusive	1	5	3e	dms-exclusive-release	created-first	route-unknown-prior-quarantine	3d2fc91fc5037069ff5db30c6b4e93233300669bc95fbff96e49301237779837	29bca9b40f8d06086aa90756e51a44b86ec0ea099a88bebb1d54c30ecb53a83a
lock-exclusive	2	5	7c	dms-exclusive-release	created-first	succeeded	3fce38ca919b07eee90b8dfee73432bc8e32c7f70d3b9840d154f7282c0f1ecd	fbda3b3dea3e47370e40ff353a37f61c13fc307843515a2ecb39f009a745ef3d
lock-exclusive	2	5	7c	dms-exclusive-release	created-first	route-unknown-prior-quarantine	cc1a89d783c1ef4226a75f36763725ce7137a748f9819f3f9b57ce97f6f5856d	3b48922fd87e7540533f9dbd72b3aa945416db03e03b60e1ba45a26a9d952f43
lock-exclusive	3	5	f8	dms-exclusive-release	created-first	succeeded	71b67d8d54e5d99027622177191ac8804d1c9fefb68fa1d7200311a5618bda3d	78aa4a6ffe5dc1ed4528e60b626cbf01a60f62ad8bf06d93a6c02e87fc2d2ced
lock-exclusive	3	5	f8	dms-exclusive-release	created-first	route-unknown-prior-quarantine	dc6e7dc46f6ea6bcde2793fa3b36439bc8277626921abeed6b29cae5f9068426	2d258460b082ea1f11607f0d6cc2f11ac7e56a33e89b859082968710c1fa2ef5
lock-exclusive	0	6	3f	dms-exclusive-release	created-first	succeeded	62d02a6cf9c94fdb8308ec0b39185dfa773e1fb533769feb6a56c4ae28750375	73e25f0ddc3e97bc95b7f0976b2379db7554974c6239fb3d0d129569db77c1a6
lock-exclusive	0	6	3f	dms-exclusive-release	created-first	route-unknown-prior-quarantine	7f5b0357f4a597a725a6ce9ef841dee540ae00bc6e9b3332f3f2732ea4b9bfbc	ad16a263ef05f812b2ce58a22be9aae540eeef09ff1f96ca2601e0cbfe58d1d1
lock-exclusive	1	6	7e	dms-exclusive-release	created-first	succeeded	b717a1e8a155def96207c3b707593f09490ff90aa62a4384bdeb2b95644d757e	cac3493711a2852948ffd3a40e1c9fbbde2169d1426de4e4724cbc8a7947c3e9
lock-exclusive	1	6	7e	dms-exclusive-release	created-first	route-unknown-prior-quarantine	b214f3b221238badf1fcc49d26e6c91dca7e250da0724afbfcb72affdfe423eb	62debab6969a81a7b1de49069df18521bdbf61fbf275fa5e8442ba08e13bcb3c
lock-exclusive	2	6	fc	dms-exclusive-release	created-first	succeeded	2100ddb1d2b1360ee3ce4398ab2c383af968a691ee945ba2d6059deeaba0934f	d96c337b194d574447addf00a0cfd0534b60272d7d8d7f32d95b9120305fb513
lock-exclusive	2	6	fc	dms-exclusive-release	created-first	route-unknown-prior-quarantine	cb89000afeaa71c623f2368d2106b8839a272f6e89cc4b8cb07645916483c0e6	4c6028bdca391c616a9c10f581fa675bbf7fbef2b8c5174fc264b04e77ce3c25
lock-exclusive	0	7	7f	dms-exclusive-release	created-first	succeeded	82f10762c694d16e747b9c5360dfc6f3e0fa17d8d545c012e58f5af98e6d1a7a	e9fc9636ec2362c87ee9ac71f924eeba696bb5148e6bf07f1afd231672fc7294
lock-exclusive	0	7	7f	dms-exclusive-release	created-first	route-unknown-prior-quarantine	ebc901585946f0664b95dc2724daa7192f69d0e3dc4bcacda067f3a82d211cfd	c4f221e324ba13556f893b9e710feef2e8156a0f859afe1fdedeef7bb405c351
lock-exclusive	1	7	fe	dms-exclusive-release	created-first	succeeded	6b68ca9b8743b46a7497ad780f766e25e1b77403338cf66b59eaa1b4d7a7bb7e	7d8eea045ce6f3a7f27f000f91aabe265fac5f8e98c38996b043f091704c7a2a
lock-exclusive	1	7	fe	dms-exclusive-release	created-first	route-unknown-prior-quarantine	c793fb2fb7ce8692147d87cad9263a40c0745775064a8ff5eecc026deb7e2a53	85bcc0a5da4688d7fe85aca399b8d8525c6720cb2f2f4530f07c06d5852bcb75
lock-exclusive	0	8	ff	dms-exclusive-release	created-first	succeeded	91ff119adc03956cd94260fcdcc2994f97200595b45f81a968b19ecf3092d455	7ea455481164c2cbf2f47a72fc56857257ab3ad9b75a46d2f120b5baf89bc412
lock-exclusive	0	8	ff	dms-exclusive-release	created-first	route-unknown-prior-quarantine	8706528d8334eb411fc87bc08bd1f20f2229c37a3c688950fb1625ada75bc9bb	3f41f076a44549750c538f0d0ca317a896d410dd0d27c6925791863c29fe0410
