action	first	count	mask	phase	mutation	lock_outcome_uncertain	case_key_sha256	full_record_sha256
lock-shared	2	1	04	ViewUnmap	uncertain	false	f24aff322a3b73fb4327fe60163ad4eaed71c13a611eb7261bb5e6a23fedfdae	5db0144ee88b0b275f1b9bad05314c9c8133ac2fe4ccc1099b6f52a35201e4d0
lock-shared	2	1	04	LockRelease	none	true	3791814abf57517a35e0a846bcde1bc2e4207462c06f221c03e000b47ed02c9f	57a71da00a69f99c4e47aae4c998341f06c8a9d28aa92e91a363e896502976c0
lock-shared	2	1	04	ConnectionDetach	none	true	5062a9c3208f60d59bd7d6baf465b71a719260b8f8296721cb823cdca3d4ac16	5d74568b2efbc86d213fea26b79a0057b1cbd756eadc91e10d3592dedd189811
lock-shared	2	1	04	DeleteAuthorization	none	true	cdefcb743e40784d6e47664af0add917e49129056875b7b7c936bd3eaf455815	804605f8ca53b0bb2bbbc86905e4f8c2a84f12dd0f7295e3ce0d248e8c96c67f
lock-shared	2	1	04	DmsExclusiveRelease	uncertain	true	4bfa35fd2e02840ff72d08f6f7fdc58cd4d19164c088e86405f682b409ee09f5	a5c3d5993b1719c5863611e54030121ec5861b4e4a772219a31899adafa88f6c
lock-shared	2	1	04	DmsSharedRelease	uncertain	true	e23aa5168eef41b21fb918de57c21cd9d62fe0642a5b6d192fc29f4b5031786a	dfa9f0afabd110968ff95faaeb21ebe07e151a38549537c11a2acff23d051fa2
lock-shared	3	1	08	Gate	none	false	a884d5182c1dacf7f78eaf618eaa3c7e608c20e2fbd1d6092ce4f5441000dd1c	6078ff461553dfb508708a2e0ce6a7efee3a8321cfb5eecca1b4891c784bd468
lock-shared	3	1	08	FileClose	none	false	8b1cfcc0b3cff2a12e4cb2d4e804396f9dd78960fb40bfdb6dedd7103ba8a872	123a35057d9dbd7e51337e063ec2a859eac0d2472c60434214055c039dbe43a8
lock-shared	3	1	08	ExactSiblingDelete	none	false	9c965e6638fd327785c8fdcb1ade0df4dec0330e6cc1df8e49b7df4643a56ac9	bed8422ed281bf8d5bf128d84018b8d60f1fc682cdec2fc78d864a4f3ff695cc
lock-shared	3	1	08	ExactSiblingOpen	uncertain	false	2adb9f5c12800886f2768ae0b918194edcefa4da03b7e6bb1ac6d12a2eedc719	58e3e85b8e0c315127610520b2182ac088eadbccde62a17435293af44c0c62f6
lock-shared	3	1	08	DmsTruncate	uncertain	false	851851836933a60b38caa63ac953bf98467bd9ad4e4e20e4b8b8e6240e83d770	ea104242a8c13b0dd207ebd058d5fcd92f7e2e662eb1047898c3bca34c3adae0
lock-shared	3	1	08	FileClose	uncertain	false	38f12914a0e8767f4b402274984971a9da72e5894a6522bef65551cfa30d8c3b	88c0e3f24d7ba010f629b23b0dfe809adffe7b0427b55d063012079c520f0982
lock-shared	3	1	08	ExactSiblingDelete	uncertain	false	0f6f262bdecba2cb34d98eb930bab2dff261edd4cc4252fadf22b32dd90183de	551e3cd8fe751cfa7ebcd709c55f11d7c1942850daeb4018d5200da27a777b0d
lock-shared	3	1	08	FileGrow	uncertain	false	e18872586da4dbea054716aaa054a5497a653631389a1a43e27a620a4a54a5d1	35ff4410ced3de6806d74e96284df854f4d63606c9e2080be4ac59d6dca0eece
lock-shared	3	1	08	MappingClose	uncertain	false	62e27e01ab928a7b633159f38d9f842f299650005fb81735fbdbb90c34b739de	26767dde9f3a3ec71e3604508b62fda2ede3736ecc87a660b95fa688ea8f593e
lock-shared	3	1	08	ViewUnmap	uncertain	false	ddd8d5ec1cd06cec36844c68b3a0bb02b188c15cf98a949750600ca522dcf7c5	d7c2de77bceb4a0834fb8b48ce7e697bcb931bc5973d5b483c918484e3ba7806
lock-shared	3	1	08	LockRelease	none	true	e162161c42a903338ac04aea31cb50e8ddcb24b21d0c63fa31df033ff1b69879	c87b25cc4d0705e1b6d098c76ad1c3c3064debd2d9e37ece77fc279595c29d3e
lock-shared	3	1	08	ConnectionDetach	none	true	7e3d5fff1921a43c01dd492349ecf778f7524f178e189535032fd7c756760e42	72a9934c872d32c4108c333f33be0c29a3525b927cab78bc6d9c7e9b3b622687
lock-shared	3	1	08	DeleteAuthorization	none	true	7b708b523beb553fc92f5eb8103911b7dbe052a090321652a01fdd9f1d460ae2	cf49548b59ee85c1dcfde62fe2a7502e06c2c5cca9e3fbc5d0dcf552f18c37bd
lock-shared	3	1	08	DmsExclusiveRelease	uncertain	true	7308747abea5e4bc9e40c01379850db6d91d0964255f8cbd79ccc9ce1049327d	788e4a33f8a1a80b895da38a21ec8051c800716dc856df8df8a53e57f32cf855
lock-shared	3	1	08	DmsSharedRelease	uncertain	true	31dc890fc7fdc35dbde54772874ce42ad41b254e843a1bf5a38bc85e6fc16f41	88cd8ce51cff7cec6c1682e34348f7313aec238f70bae5a3abddad1dc64808e8
lock-shared	4	1	10	Gate	none	false	23575c6683ece303fdd64fa06781c452c4f3bf17fb3acf2ec98eb06c5cadb3dd	4bc9576fe4ff94343513ffe2c1be1329daaa880afdcafe38600b83f2d9dffdaa
lock-shared	4	1	10	FileClose	none	false	b9b03c68ec37bd1f7af8f6959959bdec4ad107d6b007598d3d9f4cebdef54df3	b96430ecb4c99edf27c93ef042c1c1090e314d59c49a43a320844a59ff879d57
lock-shared	4	1	10	ExactSiblingDelete	none	false	6020e84153642ac2348ae2e7cdbeaff3f2aaf272cd8fa159d73c6749c8186d63	bd24b5c8c491cb7f76cc1c3fca95db7b645e441e75a0e85ff030ff89bd4b3def
lock-shared	4	1	10	ExactSiblingOpen	uncertain	false	9912df300d620e05a64c48388b1d5e2b460e7b0398f7151e0c9ec014ce38ae5b	1cd507b95559462dc7591975fbf82cf9e5fe5c4d621a3c47d65b677b9ecb162a
lock-shared	4	1	10	DmsTruncate	uncertain	false	91e94d106829ff4fb2f31ac90538cec4eba3b3d46a410986ea12a414cff3e8f8	54a52e997b0b466dd24935e048ce9e8e9cb9b702e5e4b970d289261cd7e1a8ee
lock-shared	4	1	10	FileClose	uncertain	false	46e247c0af11118b2251bbc72679de07aeb0d5b3db904d39d0820a4e480524a8	63763f99557f328a81f99d1f44d00d682851acadb7cddaad873344c871306629
lock-shared	4	1	10	ExactSiblingDelete	uncertain	false	d1a46e8bd0899f11b609de668a9fa6f8b9744f68feda71ef122bb53c6fb1e708	5a1638de5dff3bdd3a58b0d05f852ad042fb807a9ba2e40bc2da94d88b5f7066
lock-shared	4	1	10	FileGrow	uncertain	false	6ac589f43ed28586094c14c92cb516f26f24ab246d86fd58c468db24daddce5e	d6db492a0da8e96800e08be3a1324bc7f9019c9226b5b21a740e8cd8a69cb5b0
lock-shared	4	1	10	MappingClose	uncertain	false	fdb2b6cf5cf52dc78c8978ad049854a68585d9b95ef23e9d1c1d08fcb212bc56	b8b4146869240f70f7d481ca9da7c35a31176cbe7d6c1bab173787999c79b027
lock-shared	4	1	10	ViewUnmap	uncertain	false	af8dc3040bde0a82eeb8d775d405926b525445c3f894489866938734d1811938	42bdb0ed6748c01c3ed665ac3d19cc8f7e4b1dee5cf97276dc05de40286f8602
lock-shared	4	1	10	LockRelease	none	true	0bafa2eadf2775562dcd42e43c90105142e97ef6a4c18b6696d602d0c85ecc3f	43f4f3e3f4408c2277791d5ee02b7d80f0dfdc8240837757357968231c448901
lock-shared	4	1	10	ConnectionDetach	none	true	0277af3c10c566a18abee562a502b1d9294035edb9af2870d0c5b6ea6f294e6e	d17b26152a47eb702346e533a410fbacd537d8dad072548e26581d8c63b86d7f
lock-shared	4	1	10	DeleteAuthorization	none	true	53fbed10a41f0b11abbf46140a2ddf7c15504bc496f5319dc80a7c2c6b121a5d	2923666e700991a036874fa03df1cacbfba675867e810a72364709949fb92caa
lock-shared	4	1	10	DmsExclusiveRelease	uncertain	true	c681f16750abe6be24b1a037d6f6c2ee36e5ef8215fae52df3a9d78131a9e677	eef72f3cde2aed0d6918e0754d6a8663cda7bb2a7e46859c76e30e39162ace50
lock-shared	4	1	10	DmsSharedRelease	uncertain	true	5d3750a2f3460f9898b6f42090d24dd63351db3c9ece11041ec4192c7059e4bd	f9596caa4557210832732337f8898fb908e12d97bc4bb601cd6717d35d5f8e09
lock-shared	5	1	20	Gate	none	false	d447f3856072f32c5769276c7784884ce51b4eceaa8502e7debc92d985b4c26f	392d2575f6cb592e17cb3985075feff39e67a6d4737b21fa0e2f15f89e72fd74
lock-shared	5	1	20	FileClose	none	false	7b8d43029f8b0a53c062cdd3f00d5fb15d2d7d419dae7a82c7d60a7b1a502e85	eda1dc9c21075477f0e1b6ce511c5858696111b9b9c91c1d63cb6f466d76b0f7
lock-shared	5	1	20	ExactSiblingDelete	none	false	4a0719920290e47e428e0c60f74bb297bdec77eaa7d593ad1a086c7aab49db44	3f02e85b5e217718848e19850780aa1305bcf25eb8aef80aeb09e23c231355bf
lock-shared	5	1	20	ExactSiblingOpen	uncertain	false	530635df292d3a82aa4a02f42c608a13e856d20984c0924fb80f6e22bb6ff1e5	00d4b7a85a982c6b100cbd59aa3e0e8a735edd0c5da83053fbbd9b10b2f1dd23
lock-shared	5	1	20	DmsTruncate	uncertain	false	3a4221a63a938d67ee5537bd4b51eba1559aebbb62905fbd2129815f089b7f4a	350a0b038005ee9f36d62f6bf3e87416de3a6a3f0c3a82ad0aabdfbd5b7f3cff
lock-shared	5	1	20	FileClose	uncertain	false	3aeb83970b5562025694ec775767b816df5a0a40564f5b2f66d673cdf4fc0f6a	504dacb7d7f84322811d078eaf1e0149a04b1acc4b8f90d50b1a3875f13a8070
lock-shared	5	1	20	ExactSiblingDelete	uncertain	false	f91a1ad0370c7cc299ae071650bda7b76971c35382004d3e6ee8ca419e3c50ce	243807476682eddc576370aa8786ee50d4acd6559dea5ab438eb967ab2d56083
lock-shared	5	1	20	FileGrow	uncertain	false	f2f8e5d4fafc24e3132210dba580ac79caaa3b0c9321fa6855ea1bce5b26bcd7	8b794b96e57efabef32265728d76345d7b57c2921fb6a9c4ad0b82e58f541e62
lock-shared	5	1	20	MappingClose	uncertain	false	d865b06f2eaa958f35ed6dd680d36dcc876bffda90add738fde7a8c70ba89673	4e9605b1ad3b1b7f1308844baade27828e9728ae3e6f571e34da2e0ea3079977
lock-shared	5	1	20	ViewUnmap	uncertain	false	b90f8269cab8fee18e03aa05fa399c411a151db7c3ec1134879dd5232d385fae	45795c4c8c77c4134d00462355aa2a6765d1997c777790cabdc9123795cfd85a
lock-shared	5	1	20	LockRelease	none	true	a801587db8829ebd1f2e7368ffe14282351a30f1df9aa83dd394efe5727e4457	a6f5144f5f428768ff2010616a58120f114c65c7951e3776490ff5ccf4cf0e82
lock-shared	5	1	20	ConnectionDetach	none	true	b5701386eb84c54331323f3f5b7ef0d12956751f512cd37940031f4806c9ee71	417d421897c1350c56d62eba9069329a5618fbe90a15db7b5f9bd89b217a84a2
lock-shared	5	1	20	DeleteAuthorization	none	true	1366f9fec791cbba60d9d0542716743d33e24ff77a6d0d9fa8bad146426c0990	5e30983d7468402067e1dcbb9cd526b2926ca873be78ff2485caa5d9499095c9
lock-shared	5	1	20	DmsExclusiveRelease	uncertain	true	ab18b19a8eb7b7898b3f54e2955d8d6060735a56f36ab66ac1f277b17b29d3e3	e7e28d881690dd0e013e8be89056a530b0ed1cb2839f13ac7b18f93488943970
lock-shared	5	1	20	DmsSharedRelease	uncertain	true	fa436f3edbcb789b4dd5a20ee7dd22097163ab14d19aedc0c6c833da3d2572f0	79d86d19b3e7e22c027cd279ec0eeb0182ffb757d7feb127511ae17eda1d7306
lock-shared	6	1	40	Gate	none	false	26e18dfc90ad5cf043b4ef60208a01f7a1070625043db75895fd5acd3502ae8b	349127f8539f06a5655d3af122e46dd701537b1cabcc95038d2db71249091f5f
lock-shared	6	1	40	FileClose	none	false	fb2d7b2f991a788313261383eaf01c29b3bc0f37ee6ee64d77e15c286e56931b	9ab8548ba7c81e5cde2282db9833bea8d037b190f11f4720ce7e5b3c6507246b
lock-shared	6	1	40	ExactSiblingDelete	none	false	cefd6e45fa8cc70ac09aea8ae843f90759c5c007061d47203eef24a4105d26d7	4ce7c18ed2b603cf02633f9dbf25eddcf7213fbdc423e7044bb7bc9e2839d614
lock-shared	6	1	40	ExactSiblingOpen	uncertain	false	705f5ae48d9920238c4a1541977b1dea1805e9120292f6f29a4610f67f2aa255	395b1ae523efdc299c5a615bacebfd8958111aa85d39034d1bcebf2123de2d6a
lock-shared	6	1	40	DmsTruncate	uncertain	false	38cb66005d2b1d276cd92ca77c745354b2cf014b5af7bdeb93d4a31089de96c2	8f7b5550048d913925f00782979f80284d3810da6cf6ccad9c478eda0ef09de9
lock-shared	6	1	40	FileClose	uncertain	false	87be598dbf05e709cb2a84dd938672cc5a910fac12266a8194418cd94ddbf81e	521e8be097a34a2820e4576f5b382f5a96a7108fd4af51ebd18469b164bed666
lock-shared	6	1	40	ExactSiblingDelete	uncertain	false	464dac15636525477f67c951e2d7712559e20e6c0310eab3b67463b7005fbdf1	cdd86714462f918d5609cfbb22a4b2effaa34b10d56b7c540e3aa258653138d2
lock-shared	6	1	40	FileGrow	uncertain	false	fb89287043b7b82f3472d0388672268145f19f0b1c5eb31a3ab3fff4b6046e71	6651404f0066149bba350a1e38d898af90ea7f4e3543639fc3d23774e6485382
lock-shared	6	1	40	MappingClose	uncertain	false	7a0fec010110a26b3747ca3c6fdad56aade23afd93ab9c7c47c3b3cc5264aa2c	7dea18ca0fae19e70f53ecb821acb28ea9312cabeb931a89c77b6730f6973968
lock-shared	6	1	40	ViewUnmap	uncertain	false	fe6b5e48a410f4c6fae2094e0f109c75f17c922b0998000c0211dfe42defcf77	fd9ec6882353753649903cddd0c0cb6e06f9a17a71c1c5f1cac6d159b1aa2c9e
lock-shared	6	1	40	LockRelease	none	true	814335a6a8d5ee1a756babb41ba59dd73fcc2beaac546b4237471ca248fc48e6	402d244783ba256d4552052b4a2a51bb76e3be39cc5fc087990ebc016d3dc82e
lock-shared	6	1	40	ConnectionDetach	none	true	b4acd16eba13c36f19d21a707d4d578fc2ca292d9c7c13793406e0007409fd8f	c5e879029164db52a17e7063fa336c82757ede420c8c318d85f15680c9e3b3cc
lock-shared	6	1	40	DeleteAuthorization	none	true	8286f4d16daf6af301f2f15501e2a9fb74da95440b1dd4e66a6f8921ae568c5a	7bf8538ec8a40adf06658172bf434d1d48aa5dff446a3fce40db28e9e114466e
lock-shared	6	1	40	DmsExclusiveRelease	uncertain	true	7a0ed6de90263498444b4436f54003dbee6a30a7598b9b63a2ae567de94883b8	157a3e71b1b2a834b0c72f1fad8f3d85d860bfbf564e4e8fb3d003123963168b
lock-shared	6	1	40	DmsSharedRelease	uncertain	true	8efa5ef9568e9125f25015f44fce989eac6002a0767f428b1cf5d4e3f70be6da	4e47df9ff248b7d1a8adbc0738d516b47516a455132628bda7a9bdc8bccbdd34
lock-shared	7	1	80	Gate	none	false	643a6cbfaae9683f08e2936a15bb601f34e680662750a3b1a9acb77d86b65c64	28d947842169da0907f8273c7c9c1975f91f970723ee894f0a17709015b586a0
lock-shared	7	1	80	FileClose	none	false	5f81eccaef3a4faac46acfd186cc601f2e8bc558b147fb0b7d55b5842f20f746	4e1fad61ffcaac52b3303e17d99f92661c4d89c9d09014f2e2601bc77824d2db
lock-shared	7	1	80	ExactSiblingDelete	none	false	7a039b73eab36baf4f85280bb2053db5f3d2a32bfaf521e568f90681105a98d5	f665bd0aa789a4dccac42da3d860ab770803749f4d07d85a2f0a4d55e673bf7d
lock-shared	7	1	80	ExactSiblingOpen	uncertain	false	5d6b41297db8629fddb047c2de3b7477833959e0997ea2383f4d24888cf840a8	bb1833cef7e9b11a2ae27e6b79211773d8145906c22ab732a1ef0e3ea4d45eee
lock-shared	7	1	80	DmsTruncate	uncertain	false	59e61da0881f888a76dd8069c47f478c2dfda0d33e3bdbb9ac9b664f3bf11385	623fe8d994846c6fcd046f62bb9395200de1fa996c41195c0db4fa095abb9207
lock-shared	7	1	80	FileClose	uncertain	false	10ea08d46def938fe9763d9a2fd2252b5ed1d7830702c199acbc3a4a7507083b	d7ab39f2ea178f0b212411e4b19dfada850108ddd7756c63da64ee1d4cc8e752
lock-shared	7	1	80	ExactSiblingDelete	uncertain	false	f54031a6044ec374b1f943ae45d71f0d8ab77f826b51b37c78ec8023d6b44228	a7fda4d80547805e4f8dcb593934c88dd0bebfba396cfcb59cc0bf6ea12a46ef
lock-shared	7	1	80	FileGrow	uncertain	false	c41e79daf3773ce039063d3d269ff29c02db240bfa2a505e145a6c163dba8330	5d8f64cca70fc96aaa54bac9585d1ab81a17ab95263d43850e330879dab19198
lock-shared	7	1	80	MappingClose	uncertain	false	981e5ac9cdf6e7cbc9254ba0f4ee289128d74e66eee970a9d8c9112c6dda118c	066620489bcbaac21376d791b6a26bfe4e7bbe2a0ba6dd0ede4d1970aa539828
lock-shared	7	1	80	ViewUnmap	uncertain	false	b46d99d7cad713a119742980a32d8b159e2d322532800137f922c641ee5ef527	80c273bca3f0909a00926f7010a9c426b4694abe00f06a9dff87c6a422d23fc7
lock-shared	7	1	80	LockRelease	none	true	9b69bd7016fd158b476f5c2a61825f9d914a7ba5e830be0da8d341da88f700df	f89dc79ddff327e351b5e6ca259ee0711914bc507799f3d3255b448945a1e062
lock-shared	7	1	80	ConnectionDetach	none	true	3e511418ca6c08d49355fdd9e7671f2aa0dfee4d387ec0b245843344dc068f12	a29e6c2854e0300977da1ed942a2e5303156e0880025ae36dafbf47af88edb7a
lock-shared	7	1	80	DeleteAuthorization	none	true	79c0d42477d0a9e14b94caa28667ef99b2d492623e639799b6ec03a6a03733a4	78dcfd9c1b0d0a9bd6f41ab00d84dc8922b1ed9b7d12a509fae745cacab47052
lock-shared	7	1	80	DmsExclusiveRelease	uncertain	true	0be49e7f0dbd21702900b1c537a793ad0d6daabd9c07b601884cfcf82c7d86c7	2de633a723274334de229a00e0ae0e813f09d33f4eba8b12fea1f3b48f6d431b
lock-shared	7	1	80	DmsSharedRelease	uncertain	true	e59b7b860a11fc1ca9c6d6a78d304515ea30e911997003b9baf3d25d7c85a0d8	f8072bf4b0683064f7fddc3c8c87a93a722af659b34543646abea7fd5df96819
lock-exclusive	0	1	01	Gate	none	false	cacef885c7b33be643293f4e20952a03b284728ccab41d9df3af6fc1664af5ff	96a8943a466d0343d9ed5dfca376afe0959c11a6990f6cd41a17956a6e612e4d
lock-exclusive	0	1	01	FileClose	none	false	0f06a202553fa18bb4af40e78e96aed1317c2aff250aa578bfada59152d16558	18b522ff3d538f19842baf2c48dbd1bd1d3111dc225916ff2e49328c61c612ac
lock-exclusive	0	1	01	ExactSiblingDelete	none	false	6bf9cdf1590ad087efce89685ef5b06d295cbcf5b710a352e6e078dee73e2608	79ecc7bc558f46f3ff811ffc85008bedc59579d8a8ef4ac6519d8f8a4249940a
lock-exclusive	0	1	01	ExactSiblingOpen	uncertain	false	1f8d5d90c4cf5089fe4b2b177795726b9cb5163ec3021f177a8d63ba199db02c	1e08c347e166ee7d8840e9a3e3b3475c2ee08bdc8f7d7c18e1a8b514d90a4835
